input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m10000_f0_no1.utv,1000,10000,0,0,2147483647,9,0.034541924,0.333908266,0.000020727,0.000471635,0.368942552,0.34,0.00,2512
input/test_n1000_m10000_f0_no2.utv,1000,10000,0,0,2147483647,14,0.030661413,0.334928146,0.000021423,0.000487101,0.366098083,0.34,0.00,2512
input/test_n1000_m10000_f0_no3.utv,1000,10000,0,0,2147483647,11,0.031830347,0.345908926,0.000020009,0.000733229,0.378492511,0.35,0.00,2508
input/test_n1000_m20000_f0_no1.utv,1000,20000,0,0,2147483647,14,0.350405175,0.660487462,0.000023177,0.000975120,1.011890934,0.67,0.01,4296
input/test_n1000_m20000_f0_no2.utv,1000,20000,0,0,2147483647,9,0.131855307,0.662480317,0.000018845,0.000957866,0.795312335,0.67,0.00,4296
input/test_n1000_m20000_f0_no3.utv,1000,20000,0,0,2147483647,21,0.047328843,0.674749807,0.000025026,0.000995461,0.723099137,0.69,0.01,4300
input/test_n1000_m30000_f0_no1.utv,1000,30000,0,0,2147483647,5,0.063894500,1.004030606,0.000019846,0.001509113,1.069454065,1.02,0.01,6084
input/test_n1000_m30000_f0_no2.utv,1000,30000,0,0,2147483647,23,0.055677821,0.984569745,0.000024028,0.001550306,1.041821900,1.00,0.01,6084
input/test_n1000_m30000_f0_no3.utv,1000,30000,0,0,2147483647,18,0.054090539,0.995691173,0.000025427,0.001541797,1.051348936,1.01,0.01,6080
input/test_n1000_m40000_f0_no1.utv,1000,40000,0,0,2147483647,15,0.066493760,1.314882520,0.000021005,0.002098363,1.383495648,1.34,0.01,7868
input/test_n1000_m40000_f0_no2.utv,1000,40000,0,0,2147483647,23,0.067438116,1.325050627,0.000023756,0.002105985,1.394618484,1.35,0.01,7868
input/test_n1000_m40000_f0_no3.utv,1000,40000,0,0,2147483647,49,0.068683313,1.332304444,0.000033967,0.002113367,1.403135091,1.36,0.01,7868
input/test_n1000_m50000_f0_no1.utv,1000,50000,0,0,2147483647,19,0.082434293,1.678362946,0.000024653,0.002681060,1.763502952,1.71,0.03,9556
input/test_n1000_m50000_f0_no2.utv,1000,50000,0,0,2147483647,37,0.088528547,1.668955670,0.000029962,0.002698136,1.760212315,1.71,0.02,9560
input/test_n1000_m50000_f0_no3.utv,1000,50000,0,0,2147483647,53,0.104788133,1.641349862,0.000035829,0.002681793,1.748855617,1.68,0.03,9556
input/test_n1000_m60000_f0_no1.utv,1000,60000,0,0,2147483647,7,0.105334802,2.018441325,0.000021143,0.003230773,2.127028043,2.07,0.03,11120
