input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
test_n1000_m10000_f2_no1.utv,1000,10000,0.022312,0.000157,0.772744,0.001560,0.797733,0.79,0.00,2800
test_n1000_m10000_f2_no2.utv,1000,10000,0.022105,0.000155,0.759607,0.001519,0.784340,0.78,0.00,2832
test_n1000_m10000_f2_no3.utv,1000,10000,0.022284,0.000152,0.786083,0.001562,0.811058,0.80,0.00,2788
test_n1000_m20000_f2_no1.utv,1000,20000,0.042718,0.000200,1.576580,0.003181,1.623760,1.61,0.01,3724
test_n1000_m20000_f2_no2.utv,1000,20000,0.041762,0.000182,1.579782,0.003181,1.625941,1.61,0.01,3680
test_n1000_m20000_f2_no3.utv,1000,20000,0.041963,0.000194,1.595911,0.003234,1.642346,1.62,0.01,3720
test_n1000_m30000_f2_no1.utv,1000,30000,0.062298,0.000208,2.439608,0.005136,2.508409,2.48,0.02,4700
test_n1000_m30000_f2_no2.utv,1000,30000,0.061738,0.000214,2.433323,0.005166,2.501512,2.48,0.02,4672
test_n1000_m30000_f2_no3.utv,1000,30000,0.062146,0.000202,2.437224,0.005010,2.505687,2.48,0.02,4668
test_n1000_m40000_f2_no1.utv,1000,40000,0.085127,0.000243,3.344403,0.007156,3.438174,3.38,0.05,5596
test_n1000_m40000_f2_no2.utv,1000,40000,0.085053,0.000240,3.348984,0.010144,3.445695,3.40,0.04,5616
test_n1000_m40000_f2_no3.utv,1000,40000,0.085737,0.000231,3.343967,0.007309,3.438568,3.40,0.03,5612
test_n1000_m50000_f2_no1.utv,1000,50000,0.109828,0.000240,4.806978,0.010163,4.928480,4.90,0.02,6540
test_n1000_m50000_f2_no2.utv,1000,50000,0.105722,0.000283,4.678236,0.009892,4.795460,4.75,0.04,6548
test_n1000_m50000_f2_no3.utv,1000,50000,0.106095,0.000272,4.758325,0.009934,4.875936,4.84,0.03,6508
test_n1000_m60000_f2_no1.utv,1000,60000,0.129644,0.000253,8.730994,0.014988,8.877289,8.82,0.05,7516
