input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n1000_m100000_f1_no1.utv,1000,100000,1,0,4,0,0.057914556,0.046645132,0.019068979,0.008156084,0.073870195,0.09,0.01,23328
input/test_n1000_m100000_f1_no2.utv,1000,100000,1,0,5,0,0.060117579,0.046564697,0.019959733,0.007416393,0.073940823,0.10,0.00,23332
input/test_n1000_m100000_f1_no3.utv,1000,100000,2,0,4,0,0.054288362,0.044642531,0.008269070,0.000229992,0.053141593,0.07,0.01,23336
input/test_n2000_m100000_f1_no1.utv,2000,100000,2,0,14,0,0.053807979,0.059413405,0.008287308,0.000342116,0.068042829,0.09,0.01,23496
input/test_n2000_m100000_f1_no2.utv,2000,100000,2,0,8,0,0.067090215,0.051811904,0.008702711,0.000301139,0.060815754,0.08,0.00,23500
input/test_n2000_m100000_f1_no3.utv,2000,100000,1,0,11,0,0.056823176,0.055074205,0.019493022,0.007692656,0.082259883,0.10,0.01,23500
input/test_n3000_m100000_f1_no1.utv,3000,100000,2,0,10,0,0.054889524,0.060362807,0.009545973,0.000292509,0.070201289,0.09,0.00,23672
input/test_n3000_m100000_f1_no2.utv,3000,100000,2,0,10,0,0.053891618,0.055209845,0.009803161,0.000290180,0.065303186,0.08,0.01,23672
input/test_n3000_m100000_f1_no3.utv,3000,100000,2,0,9,0,0.057803140,0.052545131,0.009470184,0.000283612,0.062298927,0.09,0.00,23672
input/test_n4000_m100000_f1_no1.utv,4000,100000,1,0,10,0,0.059932435,0.055102010,0.022556915,0.008267660,0.085926585,0.10,0.01,23848
input/test_n4000_m100000_f1_no2.utv,4000,100000,2,0,13,0,0.065744922,0.059224001,0.010281775,0.000248600,0.069754376,0.08,0.01,23848
input/test_n4000_m100000_f1_no3.utv,4000,100000,1,0,11,0,0.371450986,0.054925985,0.022693767,0.008358119,0.085977871,0.11,0.00,23844
input/test_n5000_m100000_f1_no1.utv,5000,100000,2,0,17,0,0.061196922,0.066695336,0.010636625,0.000313529,0.077645490,0.10,0.01,24016
input/test_n5000_m100000_f1_no2.utv,5000,100000,2,0,10,0,0.055456965,0.054413625,0.010635575,0.000340788,0.065389988,0.09,0.00,24020
input/test_n5000_m100000_f1_no3.utv,5000,100000,1,0,13,0,0.064675045,0.059699053,0.022336605,0.008083821,0.090119479,0.11,0.01,24020
input/test_n6000_m100000_f1_no1.utv,6000,100000,1,0,14,0,0.059966140,0.062302980,0.023468762,0.008658334,0.094430076,0.12,0.00,24192
input/test_n6000_m100000_f1_no2.utv,6000,100000,2,0,13,0,0.058868139,0.061509734,0.011149755,0.000466849,0.073126338,0.10,0.00,24188
input/test_n6000_m100000_f1_no3.utv,6000,100000,2,0,11,0,0.061177803,0.057511579,0.011134998,0.000401284,0.069047861,0.09,0.01,24192
input/test_n7000_m100000_f1_no1.utv,7000,100000,1,0,13,0,0.057485077,0.059953399,0.024000657,0.008678595,0.092632651,0.12,0.00,24360
input/test_n7000_m100000_f1_no2.utv,7000,100000,1,0,21,0,0.060000316,0.076323709,0.025217806,0.009971011,0.111512526,0.14,0.01,24360
input/test_n7000_m100000_f1_no3.utv,7000,100000,1,0,15,0,0.063153189,0.066113109,0.023985935,0.008469851,0.098568895,0.12,0.01,24356
input/test_n8000_m100000_f1_no1.utv,8000,100000,2,0,19,0,0.055122791,0.071183338,0.014133601,0.000434606,0.085751545,0.11,0.01,24532
input/test_n8000_m100000_f1_no2.utv,8000,100000,1,0,16,0,0.055773943,0.066082278,0.024292294,0.008806171,0.099180743,0.12,0.00,24532
