input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f0_no1.utv,1000,100000,0,0,2,4,0.140602107,0.006056979,0.000039901,0.008647196,0.155346183,0.10,0.04,17368
input/test_n1000_m100000_f0_no2.utv,1000,100000,0,0,1,8,0.137197679,0.004018739,0.000046349,0.007729638,0.148992405,0.09,0.05,17376
input/test_n1000_m100000_f0_no3.utv,1000,100000,0,0,1,6,0.142559119,0.004569162,0.000052008,0.016812762,0.163993051,0.11,0.05,17372
input/test_n2000_m100000_f0_no1.utv,2000,100000,0,0,1,37,0.164211206,0.004601239,0.000058827,0.008372657,0.177243929,0.09,0.05,17540
input/test_n2000_m100000_f0_no2.utv,2000,100000,0,0,1,8,0.174188168,0.006289061,0.000061208,0.022464971,0.203003408,0.12,0.05,17540
input/test_n2000_m100000_f0_no3.utv,2000,100000,0,0,1,5,0.173402220,0.006467955,0.000056933,0.022114942,0.202042050,0.12,0.05,17540
input/test_n3000_m100000_f0_no1.utv,3000,100000,0,0,1,4,0.165087719,0.006373158,0.000058067,0.022870879,0.194389823,0.13,0.04,17712
input/test_n3000_m100000_f0_no2.utv,3000,100000,0,0,1,9,0.175144455,0.005980428,0.000054476,0.022508611,0.203687970,0.13,0.04,17712
input/test_n3000_m100000_f0_no3.utv,3000,100000,0,0,1,10,0.161131228,0.004627649,0.000048023,0.009721408,0.175528308,0.11,0.04,17708
input/test_n4000_m100000_f0_no1.utv,4000,100000,0,0,1,15,0.154346859,0.004938648,0.000051071,0.009889329,0.169225907,0.11,0.04,17888
input/test_n4000_m100000_f0_no2.utv,4000,100000,0,0,1,41,0.161675740,0.005361630,0.000056901,0.012973026,0.180067297,0.11,0.04,17884
input/test_n4000_m100000_f0_no3.utv,4000,100000,0,0,2,23,0.160474798,0.008626675,0.000060980,0.017830986,0.186993439,0.11,0.04,17884
input/test_n5000_m100000_f0_no1.utv,5000,100000,0,0,1,9,0.160564446,0.004723606,0.000043843,0.010036415,0.175368310,0.10,0.04,18056
input/test_n5000_m100000_f0_no2.utv,5000,100000,0,0,2,18,0.169420510,0.008714612,0.000059947,0.017806557,0.196001626,0.13,0.04,18056
