input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n1000_m100000_f2_no1.utv,1000,100000,2,0,9,0,0.037591311,0.056328801,9.201964956,0.014440857,9.272734614,9.30,0.00,17036
input/test_n1000_m100000_f2_no2.utv,1000,100000,2,0,7,0,0.035599436,0.048691658,9.136579306,0.014383072,9.199654036,9.22,0.00,17036
input/test_n1000_m100000_f2_no3.utv,1000,100000,2,0,6,0,0.036525380,0.045051224,9.379374868,0.014576663,9.439002755,9.46,0.01,17040
input/test_n2000_m100000_f2_no1.utv,2000,100000,2,0,8,0,0.043485223,0.053539802,21.359744582,0.014559629,21.427844013,21.46,0.00,17140
input/test_n2000_m100000_f2_no2.utv,2000,100000,2,0,8,0,0.038039955,0.053141569,21.281189424,0.014125353,21.348456346,21.38,0.00,17144
input/test_n2000_m100000_f2_no3.utv,2000,100000,2,0,9,0,0.038471877,0.057085463,21.112902552,0.014415689,21.184403704,21.22,0.00,17144
input/test_n3000_m100000_f2_no1.utv,3000,100000,2,0,9,0,0.056332687,0.059474278,35.600649194,0.023020189,35.683143661,35.69,0.01,17264
input/test_n3000_m100000_f2_no2.utv,3000,100000,2,0,11,0,0.037607567,0.066639266,35.069570683,0.004816689,35.141026638,35.18,0.00,17264
input/test_n3000_m100000_f2_no3.utv,3000,100000,2,0,9,0,0.038595776,0.058315515,36.122038660,0.004829808,36.185183983,36.22,0.01,17268
input/test_n4000_m100000_f2_no1.utv,4000,100000,2,0,20,0,0.044228766,0.105396198,53.828888661,0.007451461,53.941736320,53.98,0.01,17364
input/test_n4000_m100000_f2_no2.utv,4000,100000,2,0,11,0,0.037441417,0.072541868,56.240968435,0.006063709,56.319574012,56.36,0.00,17372
input/test_n4000_m100000_f2_no3.utv,4000,100000,2,0,13,0,0.038280959,0.076252105,53.399408117,0.018165244,53.493825466,53.53,0.01,17372
input/test_n5000_m100000_f2_no1.utv,5000,100000,2,0,14,0,0.038286879,0.088406926,79.684841208,0.025370103,79.798618237,79.84,0.01,17484
input/test_n5000_m100000_f2_no2.utv,5000,100000,2,0,12,0,0.037987564,0.071141179,73.140050373,0.005398214,73.216589766,73.26,0.00,17480
input/test_n5000_m100000_f2_no3.utv,5000,100000,2,0,11,0,0.038263471,0.068978677,74.124571919,0.005735417,74.199286013,74.22,0.00,17480
input/test_n6000_m100000_f2_no1.utv,6000,100000,2,0,12,0,0.037985305,0.072278982,99.596215494,0.012907475,99.681401951,99.71,0.00,17596
input/test_n6000_m100000_f2_no2.utv,6000,100000,2,0,14,0,0.044360026,0.083958748,101.405404993,0.027977011,101.517340752,101.56,0.01,17588
input/test_n6000_m100000_f2_no3.utv,6000,100000,2,0,16,0,0.039255666,0.097811044,103.548286074,0.006197436,103.652294554,103.70,0.00,17592
input/test_n7000_m100000_f2_no1.utv,7000,100000,0,0,18,33,0.038553745,0.104986871,0.000036467,0.005605072,0.110628410,0.13,0.00,17692
