input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n1000_m60000_f0_no1.utv,1000,60000,0,0,1,10,0.040558304,0.020166094,0.000019668,0.003092009,0.023277771,0.04,0.00,14588
input/test_n1000_m60000_f0_no2.utv,1000,60000,0,0,1,5,0.037959488,0.019417310,0.000017997,0.002968611,0.022403918,0.03,0.00,14584
input/test_n1000_m60000_f0_no3.utv,1000,60000,0,0,1,6,0.041010312,0.018710537,0.000028966,0.003060462,0.021799965,0.03,0.00,14584
input/test_n1000_m70000_f0_no1.utv,1000,70000,0,0,1,22,0.043612226,0.023927617,0.000026127,0.003613990,0.027567734,0.04,0.00,16768
input/test_n1000_m70000_f0_no2.utv,1000,70000,0,0,1,20,0.043134023,0.023079340,0.000022393,0.003546696,0.026648429,0.04,0.00,16768
input/test_n1000_m70000_f0_no3.utv,1000,70000,0,0,1,9,0.048668114,0.023078008,0.000023086,0.003538781,0.026639875,0.04,0.00,16768
input/test_n1000_m80000_f0_no1.utv,1000,80000,0,0,1,25,0.042100709,0.028434866,0.000029180,0.004362928,0.032826974,0.05,0.00,18956
input/test_n1000_m80000_f0_no2.utv,1000,80000,0,0,1,6,0.044794104,0.029430783,0.000021714,0.004064739,0.033517236,0.05,0.00,18960
input/test_n1000_m80000_f0_no3.utv,1000,80000,0,0,1,8,0.043515249,0.029777813,0.000022795,0.004065852,0.033866460,0.05,0.00,18960
input/test_n1000_m90000_f0_no1.utv,1000,90000,0,0,1,32,0.054974542,0.035057939,0.000030153,0.005371996,0.040460088,0.06,0.00,21144
input/test_n1000_m90000_f0_no2.utv,1000,90000,0,0,1,18,0.071916018,0.034914680,0.000030905,0.005241052,0.040186637,0.06,0.00,21144
input/test_n1000_m90000_f0_no3.utv,1000,90000,0,0,1,35,0.054327142,0.035160389,0.000033717,0.005300513,0.040494619,0.06,0.00,21140
input/test_n1000_m100000_f0_no1.utv,1000,100000,0,0,1,21,0.036438041,0.041434086,0.000033083,0.006951302,0.048418471,0.07,0.01,23336
input/test_n1000_m100000_f0_no2.utv,1000,100000,0,0,1,3,0.035767014,0.041140856,0.000030019,0.006697004,0.047867879,0.07,0.01,23328
input/test_n1000_m100000_f0_no3.utv,1000,100000,0,0,1,25,0.036213709,0.040692112,0.000032905,0.006694140,0.047419157,0.07,0.00,23332
input/test_n1000_m110000_f0_no1.utv,1000,110000,0,0,1,7,0.060448955,0.048601097,0.000028352,0.007534800,0.056164249,0.08,0.00,25520
input/test_n1000_m110000_f0_no2.utv,1000,110000,0,0,1,16,0.061804776,0.049618747,0.000030118,0.008010463,0.057659328,0.08,0.00,25516
input/test_n1000_m110000_f0_no3.utv,1000,110000,0,0,1,46,0.060609825,0.047350388,0.000044101,0.008384567,0.055779056,0.07,0.01,25524
input/test_n1000_m120000_f0_no1.utv,1000,120000,0,0,1,42,0.063646512,0.056113900,0.000046645,0.009300147,0.065460692,0.09,0.01,27708
input/test_n1000_m120000_f0_no2.utv,1000,120000,0,0,1,6,0.071261706,0.055106242,0.000029231,0.009904078,0.065039551,0.09,0.01,27712
input/test_n1000_m120000_f0_no3.utv,1000,120000,0,0,1,47,0.057836606,0.055312374,0.000040607,0.009260615,0.064613596,0.09,0.01,27708
input/test_n1000_m130000_f0_no1.utv,1000,130000,0,0,1,4,0.062415724,0.061957937,0.000029305,0.012535436,0.074522678,0.11,0.01,29900
input/test_n1000_m130000_f0_no2.utv,1000,130000,0,0,1,28,0.078854062,0.063823356,0.000037178,0.012086269,0.075946803,0.11,0.01,29896
input/test_n1000_m130000_f0_no3.utv,1000,130000,0,0,1,5,0.064257738,0.062983073,0.000029643,0.012184225,0.075196941,0.10,0.01,29892
input/test_n1000_m140000_f0_no1.utv,1000,140000,0,0,1,21,0.071413513,0.070797087,0.000035567,0.015047673,0.085880327,0.12,0.01,32080
input/test_n1000_m140000_f0_no2.utv,1000,140000,0,0,1,14,0.072372148,0.070267431,0.000033714,0.015290973,0.085592118,0.12,0.01,32080
input/test_n1000_m140000_f0_no3.utv,1000,140000,0,0,1,33,0.066143246,0.068662036,0.000048646,0.014837952,0.083548634,0.12,0.00,32088
input/test_n1000_m150000_f0_no1.utv,1000,150000,0,0,1,21,0.073864177,0.076222110,0.000043306,0.017796365,0.094061781,0.13,0.01,34272
input/test_n1000_m150000_f0_no2.utv,1000,150000,0,0,1,20,0.070687092,0.073266143,0.000034430,0.017974842,0.091275415,0.13,0.01,34268
input/test_n1000_m150000_f0_no3.utv,1000,150000,0,0,1,34,0.073781646,0.074007982,0.000041259,0.017019466,0.091068707,0.13,0.01,34268
input/test_n1000_m160000_f0_no1.utv,1000,160000,0,0,1,18,0.077680293,0.079280050,0.000045080,0.019548782,0.098873912,0.13,0.01,36456
input/test_n1000_m160000_f0_no2.utv,1000,160000,0,0,1,13,0.073888786,0.080651315,0.000034661,0.019670939,0.100356915,0.13,0.02,36456
input/test_n1000_m160000_f0_no3.utv,1000,160000,0,0,1,4,0.076796633,0.079410300,0.000031848,0.020033378,0.099475526,0.14,0.01,36460
input/test_n1000_m170000_f0_no1.utv,1000,170000,0,0,1,4,0.082959290,0.085519689,0.000042214,0.022427805,0.107989708,0.14,0.01,38644
input/test_n1000_m170000_f0_no2.utv,1000,170000,0,0,1,28,0.083794730,0.090500427,0.000037948,0.022611342,0.113149717,0.15,0.01,38640
input/test_n1000_m170000_f0_no3.utv,1000,170000,0,0,1,29,0.078269591,0.086461294,0.000038712,0.023380908,0.109880914,0.15,0.01,38644
input/test_n1000_m180000_f0_no1.utv,1000,180000,0,0,1,73,0.083707043,0.091868948,0.000055523,0.025979770,0.117904241,0.16,0.02,40832
input/test_n1000_m180000_f0_no2.utv,1000,180000,0,0,1,23,0.084522424,0.091885143,0.000038934,0.025242150,0.117166227,0.15,0.02,40832
input/test_n1000_m180000_f0_no3.utv,1000,180000,0,0,1,17,0.080694102,0.091574213,0.000036072,0.025256215,0.116866500,0.16,0.01,40832
input/test_n1000_m190000_f0_no1.utv,1000,190000,0,0,1,12,0.096865971,0.097200755,0.000035449,0.028104444,0.125340648,0.17,0.01,43020
input/test_n1000_m190000_f0_no2.utv,1000,190000,0,0,1,19,0.085629357,0.100131229,0.000033711,0.027845031,0.128009971,0.17,0.02,43020
input/test_n1000_m190000_f0_no3.utv,1000,190000,0,0,1,32,0.091472290,0.102416708,0.000038795,0.027425707,0.129881210,0.17,0.02,43024
input/test_n1000_m200000_f0_no1.utv,1000,200000,0,0,1,10,0.101411708,0.107136247,0.000034284,0.065718705,0.172889236,0.22,0.01,45212
input/test_n1000_m200000_f0_no2.utv,1000,200000,0,0,1,4,0.087266951,0.105319361,0.000029744,0.066504041,0.171853146,0.22,0.01,45208
input/test_n1000_m200000_f0_no3.utv,1000,200000,0,0,1,29,0.100943672,0.108919405,0.000051474,0.030590942,0.139561821,0.19,0.02,45212
