input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n1000_m10000_f0_no1.utv,1000,10000,0,0,1,8,0.021161635,0.002621413,0.000015291,0.000427696,0.003064400,0.00,0.00,2852
input/test_n1000_m10000_f0_no2.utv,1000,10000,0,0,2,12,0.018010832,0.002580985,0.000015940,0.000488929,0.003085854,0.00,0.00,2848
input/test_n1000_m10000_f0_no3.utv,1000,10000,0,0,2,7,0.022331351,0.002921387,0.000016184,0.000479286,0.003416857,0.00,0.00,2852
input/test_n1000_m20000_f0_no1.utv,1000,20000,0,0,1,37,0.024293974,0.005466125,0.000021582,0.000896896,0.006384603,0.01,0.00,5268
input/test_n1000_m20000_f0_no2.utv,1000,20000,0,0,1,3,0.025244010,0.005512183,0.000013168,0.000950875,0.006476226,0.01,0.00,5264
input/test_n1000_m20000_f0_no3.utv,1000,20000,0,0,1,11,0.023021370,0.005288580,0.000014998,0.000852956,0.006156534,0.01,0.00,5264
input/test_n1000_m30000_f0_no1.utv,1000,30000,0,0,1,16,0.029158295,0.008336748,0.000016459,0.001528376,0.009881583,0.01,0.00,7672
input/test_n1000_m30000_f0_no2.utv,1000,30000,0,0,2147483647,3,0.029319948,1.010897866,0.000033350,0.001562099,1.012493315,1.02,0.00,7676
input/test_n1000_m30000_f0_no3.utv,1000,30000,0,0,1,9,0.024866978,0.008517386,0.000015516,0.001393627,0.009926529,0.01,0.00,7672
input/test_n1000_m40000_f0_no1.utv,1000,40000,0,0,1,41,0.033781796,0.013439098,0.000029721,0.002159883,0.015628702,0.02,0.00,10088
input/test_n1000_m40000_f0_no2.utv,1000,40000,0,0,1,22,0.032550197,0.011792764,0.000019549,0.002003012,0.013815325,0.02,0.00,10088
input/test_n1000_m40000_f0_no3.utv,1000,40000,0,0,1,16,0.034907693,0.011466051,0.000017681,0.001978216,0.013461948,0.02,0.00,10088
input/test_n1000_m50000_f0_no1.utv,1000,50000,0,0,1,10,0.033176346,0.015415469,0.000018743,0.002504523,0.017938735,0.02,0.00,12392
input/test_n1000_m50000_f0_no2.utv,1000,50000,0,0,2,7,0.033600629,0.017004774,0.000020132,0.002503963,0.019528869,0.03,0.00,12396
input/test_n1000_m50000_f0_no3.utv,1000,50000,0,0,1,25,0.030627389,0.016273879,0.000022643,0.002473395,0.018769917,0.03,0.00,12400
