input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f0_no1.utv,1000,100000,0,0,1,3,0.136831703,0.009507951,0.000019004,0.014958031,0.161316689,0.08,0.04,11084
input/test_n1000_m100000_f0_no2.utv,1000,100000,0,0,1,7,0.133879631,0.009514238,0.000023507,0.014830569,0.158247945,0.08,0.04,11080
input/test_n1000_m100000_f0_no3.utv,1000,100000,0,0,1,6,0.125342807,0.009228876,0.000018306,0.014622792,0.149212781,0.08,0.04,11084
input/test_n2000_m100000_f0_no1.utv,2000,100000,0,0,1,15,0.138214311,0.009743414,0.000022248,0.014659053,0.162639026,0.09,0.04,11188
input/test_n2000_m100000_f0_no2.utv,2000,100000,0,0,2,23,0.146710449,0.013917932,0.000022256,0.014614464,0.175265101,0.10,0.04,11192
input/test_n2000_m100000_f0_no3.utv,2000,100000,0,0,1,12,0.144458404,0.009513637,0.000022545,0.014601878,0.168596464,0.08,0.05,11192
input/test_n3000_m100000_f0_no1.utv,3000,100000,0,0,1,24,0.140071284,0.009272105,0.000022631,0.005120407,0.154486427,0.07,0.05,11312
input/test_n3000_m100000_f0_no2.utv,3000,100000,0,0,1,17,0.137771365,0.009770252,0.000021635,0.005110312,0.152673564,0.08,0.04,11312
input/test_n3000_m100000_f0_no3.utv,3000,100000,0,0,1,29,0.147907807,0.009297813,0.000026013,0.005103605,0.162335238,0.07,0.05,11312
input/test_n4000_m100000_f0_no1.utv,4000,100000,0,0,1,20,0.133336896,0.009636336,0.000022765,0.005120227,0.148116224,0.08,0.04,11416
input/test_n4000_m100000_f0_no2.utv,4000,100000,0,0,1,8,0.201227555,0.009412853,0.000018617,0.005097837,0.215756862,0.08,0.04,11412
input/test_n4000_m100000_f0_no3.utv,4000,100000,0,0,1,9,0.131461510,0.009570359,0.000019050,0.005092799,0.146143718,0.08,0.03,11420
input/test_n5000_m100000_f0_no1.utv,5000,100000,0,0,1,24,0.127485465,0.009257501,0.000023360,0.005154283,0.141920609,0.07,0.05,11528
input/test_n5000_m100000_f0_no2.utv,5000,100000,0,0,2,17,0.135726910,0.014299724,0.000021627,0.005145202,0.155193463,0.09,0.04,11528
input/test_n5000_m100000_f0_no3.utv,5000,100000,0,0,1,26,0.133518538,0.009227706,0.000023948,0.005142879,0.147913071,0.07,0.04,11528
input/test_n6000_m100000_f0_no1.utv,6000,100000,0,0,1,55,0.132119929,0.009344047,0.000031777,0.005177951,0.146673704,0.08,0.04,11640
input/test_n6000_m100000_f0_no2.utv,6000,100000,0,0,3,21,0.124552983,0.018346783,0.000023409,0.005162397,0.148085572,0.09,0.03,11640
input/test_n6000_m100000_f0_no3.utv,6000,100000,0,0,2,14,0.141366658,0.013996682,0.000021218,0.005148313,0.160532871,0.09,0.04,11636
input/test_n7000_m100000_f0_no1.utv,7000,100000,0,0,2,38,0.150413687,0.013374597,0.000026703,0.005196619,0.169011606,0.07,0.06,11744
input/test_n7000_m100000_f0_no2.utv,7000,100000,0,0,2,47,0.133956768,0.014113156,0.000029951,0.005244828,0.153344703,0.08,0.05,11744
input/test_n7000_m100000_f0_no3.utv,7000,100000,0,0,1,11,0.603964202,0.009533564,0.000019954,0.005179246,0.618696966,0.07,0.06,11740
input/test_n8000_m100000_f0_no1.utv,8000,100000,0,0,1,6,0.128100668,0.009723719,0.000018640,0.005215542,0.143058569,0.08,0.03,11856
input/test_n8000_m100000_f0_no2.utv,8000,100000,0,0,1,12,0.155926606,0.009396677,0.000020607,0.005184341,0.170528231,0.08,0.06,11852
input/test_n8000_m100000_f0_no3.utv,8000,100000,0,0,1,5,0.136107043,0.009396933,0.000018180,0.005199237,0.150721393,0.08,0.05,11856
input/test_n9000_m100000_f0_no1.utv,9000,100000,0,0,1,8,0.154390368,0.009800163,0.000019639,0.005193893,0.169404063,0.08,0.05,11964
input/test_n9000_m100000_f0_no2.utv,9000,100000,0,0,1,48,0.142893418,0.009606557,0.000029182,0.005254875,0.157784032,0.08,0.05,11968
input/test_n9000_m100000_f0_no3.utv,9000,100000,0,0,1,4,0.134583559,0.007970266,0.000019246,0.005470798,0.148043869,0.08,0.03,11968
input/test_n10000_m100000_f0_no1.utv,10000,100000,0,0,1,11,0.140755398,0.008181030,0.000020369,0.005246631,0.154203428,0.08,0.04,12072
