input file,variables,constraints,f,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f2_no1.utv,1000,100000,2,0.203214,36.155425,40.964716,0.062563,77.385918,77.02,0.36,105332
input/test_n1000_m100000_f2_no2.utv,1000,100000,2,0.214754,36.177657,42.949703,0.068069,79.410183,79.08,0.33,105348
input/test_n1000_m100000_f2_no3.utv,1000,100000,2,0.209158,40.558555,45.770142,0.069077,86.606932,86.20,0.40,105236
input/test_n2000_m100000_f2_no1.utv,2000,100000,2,0.212341,83.203141,106.261351,0.031391,189.708224,188.69,1.02,386948
input/test_n2000_m100000_f2_no2.utv,2000,100000,2,0.212228,85.916562,108.453084,0.033274,194.615148,193.41,1.20,387016
input/test_n2000_m100000_f2_no3.utv,2000,100000,2,0.215940,88.830769,106.940869,0.031346,196.018924,194.93,1.09,386932
input/test_n3000_m100000_f2_no1.utv,3000,100000,2,0.220823,137.132462,179.989337,0.031664,317.374286,315.18,2.19,856008
input/test_n3000_m100000_f2_no2.utv,3000,100000,2,0.218012,136.447230,183.635930,0.032182,320.333354,318.06,2.27,856196
input/test_n3000_m100000_f2_no3.utv,3000,100000,2,0.215726,136.729968,186.657466,0.035009,323.638169,321.48,2.15,856204
input/test_n4000_m100000_f2_no1.utv,4000,100000,2,0.222005,191.719136,280.695874,0.033336,472.670351,463.70,9.06,1511564
input/test_n4000_m100000_f2_no2.utv,4000,100000,2,0.220694,193.972319,275.939977,0.033578,470.166568,466.45,3.71,1512588
input/test_n4000_m100000_f2_no3.utv,4000,100000,2,0.221181,190.464149,277.050219,0.038181,467.773730,462.36,5.62,1511684
input/test_n5000_m100000_f2_no1.utv,5000,100000,2,0.231869,249.031759,406.483929,0.036109,655.783666,628.78,27.29,1753276
input/test_n5000_m100000_f2_no2.utv,5000,100000,Command terminated by signal 9
588.77,6.62,1568296
input/test_n5000_m100000_f2_no3.utv,5000,100000,Command terminated by signal 9
560.58,7.38,1793708
input/test_n6000_m100000_f2_no1.utv,6000,100000,Command terminated by signal 9
616.36,7.66,1796172
input/test_n6000_m100000_f2_no2.utv,6000,100000,Command terminated by signal 9
642.25,7.78,1842780
input/test_n6000_m100000_f2_no3.utv,6000,100000,Command terminated by signal 9
476.38,5.00,1420652
input/test_n7000_m100000_f2_no1.utv,7000,100000,0,0.218632,271.721797,0.000642,0.026509,271.967580,271.78,0.18,11836
input/test_n7000_m100000_f2_no2.utv,7000,100000,Command terminated by signal 9
585.94,5.96,1827184
input/test_n7000_m100000_f2_no3.utv,7000,100000,Command terminated by signal 9
607.70,6.55,1843768
input/test_n8000_m100000_f2_no1.utv,8000,100000,Command terminated by signal 9
613.79,6.78,1829976
input/test_n8000_m100000_f2_no2.utv,8000,100000,Command terminated by signal 9
615.70,7.05,1842568
input/test_n8000_m100000_f2_no3.utv,8000,100000,Command terminated by signal 9
603.12,8.52,1836352
input/test_n9000_m100000_f2_no1.utv,9000,100000,Command terminated by signal 9
670.99,7.15,1833788
input/test_n9000_m100000_f2_no2.utv,9000,100000,Command terminated by signal 9
686.20,8.67,1820392
input/test_n9000_m100000_f2_no3.utv,9000,100000,Command terminated by signal 9
675.30,9.96,1830968
input/test_n10000_m100000_f2_no1.utv,10000,100000,Command terminated by signal 9
730.93,12.14,1822412
input/test_n10000_m100000_f2_no2.utv,10000,100000,Command terminated by signal 9
756.70,8.34,1839628
input/test_n10000_m100000_f2_no3.utv,10000,100000,Command terminated by signal 9
742.80,8.90,1829328
input/test_n11000_m100000_f2_no1.utv,11000,100000,Command terminated by signal 9
816.16,7.59,1830580
input/test_n11000_m100000_f2_no2.utv,11000,100000,Command terminated by signal 9
819.71,8.17,1831000
input/test_n11000_m100000_f2_no3.utv,11000,100000,Command terminated by signal 9
830.05,8.14,1817000
input/test_n12000_m100000_f2_no1.utv,12000,100000,Command terminated by signal 9
883.74,8.21,1820372
input/test_n12000_m100000_f2_no2.utv,12000,100000,Command terminated by signal 9
910.08,7.84,1807920
input/test_n12000_m100000_f2_no3.utv,12000,100000,Command terminated by signal 9
871.30,7.20,1825564
input/test_n13000_m100000_f2_no1.utv,13000,100000,Command terminated by signal 9
995.80,8.48,1817852
input/test_n13000_m100000_f2_no2.utv,13000,100000,Command terminated by signal 9
887.13,4.84,970844
input/test_n13000_m100000_f2_no3.utv,13000,100000,Command terminated by signal 9
986.72,6.39,1824424
input/test_n14000_m100000_f2_no1.utv,14000,100000,Command terminated by signal 9
1041.04,8.23,1821000
input/test_n14000_m100000_f2_no2.utv,14000,100000,Command terminated by signal 9
1025.27,9.12,1843220
input/test_n14000_m100000_f2_no3.utv,14000,100000,Command terminated by signal 9
1070.07,8.58,1821572
input/test_n15000_m100000_f2_no1.utv,15000,100000,Command terminated by signal 9
1106.70,8.44,1819288
input/test_n15000_m100000_f2_no2.utv,15000,100000,Command terminated by signal 9
1127.60,8.50,1817172
input/test_n15000_m100000_f2_no3.utv,15000,100000,Command terminated by signal 9
1100.20,11.38,1843164
input/test_n16000_m100000_f2_no1.utv,16000,100000,Command terminated by signal 9
1221.57,7.50,1820176
input/test_n16000_m100000_f2_no2.utv,16000,100000,Command terminated by signal 9
1192.96,6.86,1824524
input/test_n16000_m100000_f2_no3.utv,16000,100000,Command terminated by signal 9
1213.78,7.36,1829748
input/test_n17000_m100000_f2_no1.utv,17000,100000,Command terminated by signal 9
1256.61,11.06,1836596
input/test_n17000_m100000_f2_no2.utv,17000,100000,Command terminated by signal 9
1347.81,8.27,1828520
input/test_n17000_m100000_f2_no3.utv,17000,100000,Command terminated by signal 9
1266.81,8.03,1822092
input/test_n18000_m100000_f2_no1.utv,18000,100000,Command terminated by signal 9
1366.12,7.94,1826848
input/test_n18000_m100000_f2_no2.utv,18000,100000,Command terminated by signal 9
1313.82,7.58,1826520
input/test_n18000_m100000_f2_no3.utv,18000,100000,Command terminated by signal 9
1209.06,7.37,1847208
input/test_n19000_m100000_f2_no1.utv,19000,100000,Command terminated by signal 9
1274.12,8.62,1835400
input/test_n19000_m100000_f2_no2.utv,19000,100000,/usr/bin/time: cannot run ./lahiri.exe: Permission denied
Command exited with non-zero status 126
0.00,0.00,1068
input/test_n19000_m100000_f2_no3.utv,19000,100000,/usr/bin/time: cannot run ./lahiri.exe: Permission denied
Command exited with non-zero status 126
0.00,0.00,1244
input/test_n20000_m100000_f2_no1.utv,20000,100000,/usr/bin/time: cannot run ./lahiri.exe: Permission denied
Command exited with non-zero status 126
0.00,0.00,1240
input/test_n20000_m100000_f2_no2.utv,20000,100000,/usr/bin/time: cannot run ./lahiri.exe: Permission denied
Command exited with non-zero status 126
0.00,0.00,1104
input/test_n20000_m100000_f2_no3.utv,20000,100000,/usr/bin/time: cannot run ./lahiri.exe: Permission denied
Command exited with non-zero status 126
0.00,0.00,1240
