input file,variables,constraints,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f2_no1.utv,1000,100000,0.226148,15.130488,,0.070831,15.427467,15.34,0.08,13992
input/test_n1000_m100000_f2_no2.utv,1000,100000,0.212921,14.565758,,0.068693,14.847372,14.80,0.05,13992
input/test_n1000_m100000_f2_no3.utv,1000,100000,0.239578,14.507448,,0.072795,14.819821,14.69,0.12,14028
input/test_n2000_m100000_f2_no1.utv,2000,100000,0.218407,28.491369,,0.027962,28.737738,28.63,0.11,14100
input/test_n2000_m100000_f2_no2.utv,2000,100000,0.234678,29.096473,,0.030296,29.361447,29.23,0.13,14080
input/test_n2000_m100000_f2_no3.utv,2000,100000,0.238792,32.156034,,0.033347,32.428173,32.31,0.11,14056
input/test_n3000_m100000_f2_no1.utv,3000,100000,0.238061,49.085196,,0.034205,49.357462,49.25,0.10,14212
input/test_n3000_m100000_f2_no2.utv,3000,100000,0.241429,56.331510,,0.037096,56.610035,56.50,0.11,14264
input/test_n3000_m100000_f2_no3.utv,3000,100000,0.245896,58.846016,,0.041437,59.133349,59.03,0.10,14252
input/test_n4000_m100000_f2_no1.utv,4000,100000,0.248966,78.684585,,0.040347,78.973898,78.88,0.10,14320
input/test_n4000_m100000_f2_no2.utv,4000,100000,0.259933,77.629151,,0.041404,77.930488,77.79,0.14,14344
input/test_n4000_m100000_f2_no3.utv,4000,100000,0.248238,80.446190,,0.043171,80.737599,80.57,0.16,14368
input/test_n5000_m100000_f2_no1.utv,5000,100000,0.275192,103.499426,,0.041881,103.816499,103.68,0.14,14452
input/test_n5000_m100000_f2_no2.utv,5000,100000,0.264408,103.872876,,0.043588,104.180872,104.06,0.12,14452
input/test_n5000_m100000_f2_no3.utv,5000,100000,0.255724,104.502598,,0.043007,104.801329,104.70,0.10,14480
input/test_n6000_m100000_f2_no1.utv,6000,100000,0.260480,125.258621,,0.043297,125.562398,125.34,0.22,14600
input/test_n6000_m100000_f2_no2.utv,6000,100000,0.251144,126.903638,,0.044748,127.199530,127.08,0.11,14568
input/test_n6000_m100000_f2_no3.utv,6000,100000,0.275353,126.777935,,0.045166,127.098454,126.96,0.14,14520
input/test_n7000_m100000_f2_no1.utv,7000,100000,0.256204,149.142504,,0.045896,149.444604,149.36,0.08,14688
input/test_n7000_m100000_f2_no2.utv,7000,100000,0.260923,144.823533,,0.040666,145.125122,145.04,0.08,14648
input/test_n7000_m100000_f2_no3.utv,7000,100000,0.256915,144.064477,,0.041480,144.362872,144.29,0.07,14676
input/test_n8000_m100000_f2_no1.utv,8000,100000,0.256860,165.582703,,0.044962,165.884525,165.79,0.10,14748
input/test_n8000_m100000_f2_no2.utv,8000,100000,0.276026,165.101501,,0.040620,165.418147,165.16,0.25,14748
input/test_n8000_m100000_f2_no3.utv,8000,100000,0.277163,166.012965,,0.045293,166.335421,166.20,0.13,14808
input/test_n9000_m100000_f2_no1.utv,9000,100000,0.265297,188.054005,,0.045438,188.364740,188.27,0.10,14908
input/test_n9000_m100000_f2_no2.utv,9000,100000,0.276423,188.259921,,0.044871,188.581215,188.47,0.11,14900
input/test_n9000_m100000_f2_no3.utv,9000,100000,0.265445,188.492195,,0.045938,188.803578,188.70,0.10,14844
input/test_n10000_m100000_f2_no1.utv,10000,100000,0.255915,210.480460,,0.044990,210.781365,210.70,0.08,15016
input/test_n10000_m100000_f2_no2.utv,10000,100000,0.260250,211.221826,,0.043937,211.526013,211.40,0.12,14948
input/test_n10000_m100000_f2_no3.utv,10000,100000,0.254265,211.374275,,0.046428,211.674968,211.56,0.12,15008
input/test_n11000_m100000_f2_no1.utv,11000,100000,0.274500,233.936400,,0.047012,234.257912,234.16,0.10,15088
input/test_n11000_m100000_f2_no2.utv,11000,100000,0.263126,234.262410,,0.043211,234.568747,234.51,0.06,15068
input/test_n11000_m100000_f2_no3.utv,11000,100000,0.256850,234.353131,,0.043922,234.653903,234.55,0.10,15112
input/test_n12000_m100000_f2_no1.utv,12000,100000,0.274346,246.133782,,0.045110,246.453238,246.06,0.39,15164
input/test_n12000_m100000_f2_no2.utv,12000,100000,0.245613,241.234067,,0.041568,241.521248,241.42,0.10,15180
input/test_n12000_m100000_f2_no3.utv,12000,100000,0.243672,241.599007,,0.041949,241.884628,241.76,0.12,15256
input/test_n13000_m100000_f2_no1.utv,13000,100000,0.247894,263.293969,,0.042767,263.584630,263.47,0.11,15328
input/test_n13000_m100000_f2_no2.utv,13000,100000,0.246458,262.882888,,0.042367,263.171713,263.08,0.08,15260
input/test_n13000_m100000_f2_no3.utv,13000,100000,0.245611,263.865108,,0.042513,264.153232,264.06,0.09,15300
input/test_n14000_m100000_f2_no1.utv,14000,100000,0.243777,285.125545,,0.042882,285.412204,285.31,0.10,15436
input/test_n14000_m100000_f2_no2.utv,14000,100000,0.254116,287.198589,,0.043166,287.495871,287.39,0.10,15388
input/test_n14000_m100000_f2_no3.utv,14000,100000,0.254504,287.228055,,0.043990,287.526549,287.40,0.12,15416
input/test_n15000_m100000_f2_no1.utv,15000,100000,0.253185,311.085558,,0.043393,311.382136,311.28,0.09,15504
input/test_n15000_m100000_f2_no2.utv,15000,100000,0.263243,311.173351,,0.043755,311.480349,311.34,0.14,15528
input/test_n15000_m100000_f2_no3.utv,15000,100000,0.253977,312.268682,,0.044273,312.566932,312.46,0.11,15544
input/test_n16000_m100000_f2_no1.utv,16000,100000,0.251063,335.739965,,0.044377,336.035405,335.92,0.11,15616
input/test_n16000_m100000_f2_no2.utv,16000,100000,0.257416,335.203799,,0.044825,335.506040,335.36,0.14,15636
input/test_n16000_m100000_f2_no3.utv,16000,100000,0.259219,335.839456,,0.044601,336.143276,335.92,0.22,15624
input/test_n17000_m100000_f2_no1.utv,17000,100000,0.257063,359.517728,,0.045215,359.820006,359.68,0.14,15732
input/test_n17000_m100000_f2_no2.utv,17000,100000,0.259053,360.269270,,0.045282,360.573605,360.49,0.08,15732
input/test_n17000_m100000_f2_no3.utv,17000,100000,0.255425,362.223111,,0.045555,362.524091,362.38,0.14,15772
input/test_n18000_m100000_f2_no1.utv,18000,100000,0.256934,386.752115,,0.046093,387.055142,386.94,0.11,15832
input/test_n18000_m100000_f2_no2.utv,18000,100000,0.256006,385.135495,,0.045328,385.436829,385.31,0.12,15860
