input file,variables,constraints,f,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m10000_f2_no1.utv,1000,10000,2,0.026313,0.390764,0.002721,0.000363,0.420161,0.41,0.01,3032
input/test_n1000_m10000_f2_no2.utv,1000,10000,2,0.031966,0.433813,0.002781,0.000306,0.468866,0.47,0.00,2976
input/test_n1000_m10000_f2_no3.utv,1000,10000,2,0.030710,0.435074,0.002564,0.000270,0.468618,0.46,0.01,3008
input/test_n1000_m20000_f2_no1.utv,1000,20000,2,0.059605,0.868889,0.003911,0.000249,0.932654,0.92,0.01,4608
input/test_n1000_m20000_f2_no2.utv,1000,20000,2,0.055358,0.867830,0.003702,0.000378,0.927268,0.90,0.02,4564
input/test_n1000_m20000_f2_no3.utv,1000,20000,2,0.059667,0.869268,0.003785,0.000259,0.932979,0.91,0.02,4596
input/test_n1000_m30000_f2_no1.utv,1000,30000,2,0.086433,1.668904,0.006326,0.000321,1.761984,1.73,0.03,6160
input/test_n1000_m30000_f2_no2.utv,1000,30000,2,0.082999,1.650105,0.006645,0.000634,1.740383,1.72,0.02,6200
input/test_n1000_m30000_f2_no3.utv,1000,30000,2,0.082000,1.692620,0.006586,0.000645,1.781851,1.76,0.01,6104
input/test_n1000_m40000_f2_no1.utv,1000,40000,2,0.114180,4.905027,0.011264,0.000349,5.030820,4.99,0.04,7664
input/test_n1000_m40000_f2_no2.utv,1000,40000,2,0.109117,4.318423,0.011780,0.000347,4.439667,4.42,0.02,7700
input/test_n1000_m40000_f2_no3.utv,1000,40000,2,0.110304,4.319672,0.011913,0.000384,4.442273,4.40,0.04,7720
input/test_n1000_m50000_f2_no1.utv,1000,50000,2,0.141816,9.487209,0.021298,0.000350,9.650673,9.58,0.06,9264
input/test_n1000_m50000_f2_no2.utv,1000,50000,2,0.145534,9.348223,0.021490,0.000308,9.515555,9.48,0.03,9284
input/test_n1000_m50000_f2_no3.utv,1000,50000,2,0.144670,9.493835,0.021684,0.000322,9.660511,9.61,0.04,9288
input/test_n1000_m60000_f2_no1.utv,1000,60000,2,0.175440,14.114196,0.031282,0.000411,14.321329,14.26,0.06,10896
input/test_n1000_m60000_f2_no2.utv,1000,60000,2,0.184937,13.976998,0.031692,0.000315,14.193942,14.12,0.07,10820
input/test_n1000_m60000_f2_no3.utv,1000,60000,2,0.171985,14.021504,0.032459,0.000443,14.226391,14.17,0.05,10788
input/test_n1000_m70000_f2_no1.utv,1000,70000,2,0.209949,17.324426,0.040641,0.000440,17.575456,17.49,0.08,12400
input/test_n1000_m70000_f2_no2.utv,1000,70000,2,0.208721,17.342208,0.041661,0.000438,17.593028,17.52,0.07,12420
input/test_n1000_m70000_f2_no3.utv,1000,70000,2,0.208037,17.361663,0.041362,0.000426,17.611488,17.52,0.09,12408
input/test_n1000_m80000_f2_no1.utv,1000,80000,2,0.237188,20.118245,0.050152,0.000381,20.405966,20.30,0.10,13960
input/test_n1000_m80000_f2_no2.utv,1000,80000,
