input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f2_no1.utv,1000,100000,0.202601,0.000576,46.116974,0.066101,46.387772,46.32,0.06,11224
input/test_n1000_m100000_f2_no2.utv,1000,100000,0.202243,0.000602,46.052773,0.065946,46.323124,46.24,0.08,11280
input/test_n1000_m100000_f2_no3.utv,1000,100000,0.205351,0.000574,46.078876,0.066034,46.352089,46.27,0.08,11240
input/test_n1000_m110000_f2_no1.utv,1000,110000,0.247117,0.000586,55.266289,0.079080,55.594303,55.47,0.12,12232
input/test_n1000_m110000_f2_no2.utv,1000,110000,0.232247,0.000580,55.592735,0.079830,55.906586,55.84,0.07,12228
input/test_n1000_m110000_f2_no3.utv,1000,110000,0.236241,0.000610,55.884151,0.078616,56.200722,56.14,0.06,12184
input/test_n1000_m120000_f2_no1.utv,1000,120000,0.264723,0.000627,64.533363,0.094604,64.894402,64.79,0.10,13120
input/test_n1000_m120000_f2_no2.utv,1000,120000,0.244408,0.000603,64.724777,0.094424,65.065315,64.98,0.08,13140
input/test_n1000_m120000_f2_no3.utv,1000,120000,0.243155,0.000591,64.995621,0.095004,65.335449,65.25,0.08,13144
input/test_n1000_m130000_f2_no1.utv,1000,130000,0.262668,0.000588,74.495972,0.108711,74.869194,74.77,0.09,14108
input/test_n1000_m130000_f2_no2.utv,1000,130000,0.262001,0.000600,75.030540,0.108167,75.402451,75.30,0.10,14068
input/test_n1000_m130000_f2_no3.utv,1000,130000,0.267527,0.000659,74.440727,0.109150,74.819153,74.68,0.14,14036
input/test_n1000_m140000_f2_no1.utv,1000,140000,0.281459,0.000616,83.927498,0.125314,84.335938,84.21,0.12,15032
input/test_n1000_m140000_f2_no2.utv,1000,140000,0.282451,0.000594,83.935341,0.122593,84.342125,84.21,0.13,15028
input/test_n1000_m140000_f2_no3.utv,1000,140000,0.281022,0.000619,84.238625,0.126017,84.647469,84.52,0.12,14948
input/test_n1000_m150000_f2_no1.utv,1000,150000,0.322527,0.000606,93.971863,0.141354,94.437447,94.38,0.05,15900
input/test_n1000_m150000_f2_no2.utv,1000,150000,0.304067,0.000588,94.141571,0.140582,94.587875,94.48,0.10,15928
input/test_n1000_m150000_f2_no3.utv,1000,150000,0.302517,0.000622,94.953728,0.140550,95.398544,95.29,0.11,15884
input/test_n1000_m160000_f2_no1.utv,1000,160000,0.323936,0.000604,103.754723,0.157499,104.237900,104.12,0.11,16872
input/test_n1000_m160000_f2_no2.utv,1000,160000,0.327736,0.000598,103.921532,0.156192,104.407234,104.31,0.09,16920
input/test_n1000_m160000_f2_no3.utv,1000,160000,0.325075,0.000609,104.116119,0.157396,104.600357,104.52,0.08,16896
input/test_n1000_m170000_f2_no1.utv,1000,170000,0.346632,0.000652,113.136879,0.174608,113.659866,113.56,0.10,17804
input/test_n1000_m170000_f2_no2.utv,1000,170000,0.348937,0.000639,113.442497,0.172270,113.965477,113.87,0.09,17856
input/test_n1000_m170000_f2_no3.utv,1000,170000,0.345781,0.000615,113.060341,0.174612,113.582458,113.45,0.13,17832
input/test_n1000_m180000_f2_no1.utv,1000,180000,0.362717,0.000610,122.488785,0.190284,123.043488,122.89,0.15,18764
input/test_n1000_m180000_f2_no2.utv,1000,180000,0.372640,0.000613,122.980354,0.188571,123.543259,123.32,0.22,18744
input/test_n1000_m180000_f2_no3.utv,1000,180000,0.381611,0.000609,123.276382,0.192323,123.852066,123.68,0.17,18752
input/test_n1000_m190000_f2_no1.utv,1000,190000,0.385966,0.000629,132.382217,0.205666,132.975571,132.84,0.13,19684
input/test_n1000_m190000_f2_no2.utv,1000,190000,0.387686,0.000640,132.850586,0.209237,133.449371,133.31,0.13,19720
input/test_n1000_m190000_f2_no3.utv,1000,190000,0.387799,0.000626,132.738953,0.205421,133.333908,133.20,0.12,19660
input/test_n1000_m200000_f2_no1.utv,1000,200000,0.404630,0.000636,141.764496,0.224310,142.395142,142.28,0.11,20648
input/test_n1000_m200000_f2_no2.utv,1000,200000,0.406226,0.002130,142.104218,0.222740,142.736542,142.62,0.11,20668
input/test_n1000_m200000_f2_no3.utv,1000,200000,0.414155,0.000610,142.063049,0.223750,142.702713,142.52,0.18,20596
