input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m10000_f2_no1.utv,1000,10000,0.023750,0.000098,1.083920,0.001917,1.110472,1.09,0.01,2796
input/test_n1000_m10000_f2_no2.utv,1000,10000,0.022768,0.000093,1.067983,0.001810,1.093506,1.07,0.02,2760
input/test_n1000_m10000_f2_no3.utv,1000,10000,0.023197,0.000098,1.071708,0.001872,1.097747,1.08,0.01,2816
input/test_n1000_m20000_f2_no1.utv,1000,20000,0.042146,0.000216,2.022553,0.003767,2.069556,2.06,0.01,3748
input/test_n1000_m20000_f2_no2.utv,1000,20000,0.041978,0.000179,2.015360,0.003818,2.062269,2.03,0.02,3712
input/test_n1000_m20000_f2_no3.utv,1000,20000,0.041629,0.000149,2.017047,0.004014,2.063789,2.04,0.02,3740
input/test_n1000_m30000_f2_no1.utv,1000,30000,0.061215,0.000280,3.026210,0.005949,3.094629,3.07,0.02,4672
input/test_n1000_m30000_f2_no2.utv,1000,30000,0.061571,0.000291,3.022147,0.006191,3.091136,3.06,0.02,4712
input/test_n1000_m30000_f2_no3.utv,1000,30000,0.061283,0.000244,3.019930,0.005940,3.088303,3.06,0.02,4684
input/test_n1000_m40000_f2_no1.utv,1000,40000,0.082531,0.000434,3.714019,0.007586,3.805522,3.78,0.02,5608
input/test_n1000_m40000_f2_no2.utv,1000,40000,0.080799,0.000351,3.709960,0.007673,3.799708,3.77,0.02,5612
input/test_n1000_m40000_f2_no3.utv,1000,40000,0.081399,0.000378,4.291096,0.008360,4.382199,4.36,0.01,5612
input/test_n1000_m50000_f2_no1.utv,1000,50000,0.100987,0.000423,6.583594,0.011825,6.697780,6.66,0.03,6556
input/test_n1000_m50000_f2_no2.utv,1000,50000,0.101771,0.000428,7.007557,0.012444,7.123206,7.08,0.04,6596
input/test_n1000_m50000_f2_no3.utv,1000,50000,0.101949,0.000467,6.509938,0.012067,6.625399,6.60,0.02,6556
input/test_n1000_m60000_f2_no1.utv,1000,60000,0.122802,0.000499,11.281516,0.017963,11.423841,11.40,0.02,7472
input/test_n1000_m60000_f2_no2.utv,1000,60000,0.122250,0.000494,11.167804,0.019353,11.310963,11.29,0.02,7520
input/test_n1000_m60000_f2_no3.utv,1000,60000,0.121872,0.000510,11.230245,0.018598,11.372438,11.32,0.05,7460
input/test_n1000_m70000_f2_no1.utv,1000,70000,0.142292,0.000560,18.218687,0.026981,18.389570,18.34,0.04,8452
input/test_n1000_m70000_f2_no2.utv,1000,70000,0.141745,0.000537,17.979322,0.026986,18.149630,18.10,0.04,8432
input/test_n1000_m70000_f2_no3.utv,1000,70000,0.145729,0.000497,17.959360,0.027042,18.133657,18.08,0.05,8456
input/test_n1000_m80000_f2_no1.utv,1000,80000,0.161448,0.000553,27.073008,0.038721,27.274933,27.21,0.06,9324
input/test_n1000_m80000_f2_no2.utv,1000,80000,0.176726,0.000556,26.757845,0.037984,26.974239,26.85,0.12,9324
input/test_n1000_m80000_f2_no3.utv,1000,80000,0.161892,0.000568,26.394789,0.037914,26.596329,26.53,0.06,9324
input/test_n1000_m90000_f2_no1.utv,1000,90000,0.180422,0.000561,35.827808,0.056218,36.066120,35.99,0.07,10316
input/test_n1000_m90000_f2_no2.utv,1000,90000,0.196833,0.000596,36.211876,0.051470,36.461926,36.35,0.11,10328
input/test_n1000_m90000_f2_no3.utv,1000,90000,0.181656,0.000548,36.361000,0.050542,36.594795,36.54,0.05,10360
