input file,variables,constraints,f,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kB)
input/test_n1000_m10000_f1_no1.utv,1000,10000,2,0.038321314,0.004566907,0.001260132,0.000392032,0.044540385,0.01,0.00,1916
input/test_n1000_m10000_f1_no2.utv,1000,10000,2,0.038640816,0.005042953,0.001168570,0.000099428,0.044951767,0.01,0.00,1916
input/test_n1000_m10000_f1_no3.utv,1000,10000,2,0.033103335,0.005028413,0.001159695,0.000122206,0.039413649,0.01,0.00,1916
input/test_n1000_m20000_f1_no1.utv,1000,20000,1,0.039950876,0.008885971,0.002951666,0.000985581,0.052774094,0.02,0.00,3384
input/test_n1000_m20000_f1_no2.utv,1000,20000,1,0.054430866,0.008867112,0.002951029,0.000958748,0.067207755,0.02,0.00,3380
input/test_n1000_m20000_f1_no3.utv,1000,20000,2,0.041916443,0.007978882,0.001747062,0.000108841,0.051751228,0.02,0.00,3384
input/test_n1000_m30000_f1_no1.utv,1000,30000,2,0.064553331,0.018818912,0.002497455,0.000118158,0.085987856,0.04,0.01,4860
input/test_n1000_m30000_f1_no2.utv,1000,30000,1,0.050750525,0.011255264,0.004284736,0.001535770,0.067826295,0.03,0.01,4856
input/test_n1000_m30000_f1_no3.utv,1000,30000,1,0.056000024,0.007684115,0.004271886,0.001515561,0.069471586,0.02,0.02,4856
input/test_n1000_m40000_f1_no1.utv,1000,40000,1,0.079447687,0.013217168,0.005725214,0.002084512,0.100474581,0.05,0.01,6328
input/test_n1000_m40000_f1_no2.utv,1000,40000,1,0.071034944,0.010137052,0.005707804,0.002077835,0.088957635,0.05,0.01,6324
input/test_n1000_m40000_f1_no3.utv,1000,40000,1,0.064658934,0.017515463,0.005749784,0.002069500,0.089993681,0.04,0.02,6332
input/test_n1000_m50000_f1_no1.utv,1000,50000,2,0.097554724,0.014429689,0.004061901,0.000119698,0.116166012,0.05,0.01,7704
input/test_n1000_m50000_f1_no2.utv,1000,50000,1,0.079517473,0.011362580,0.007076614,0.002620955,0.100577622,0.05,0.02,7708
input/test_n1000_m50000_f1_no3.utv,1000,50000,1,0.073478376,0.023134889,0.007059978,0.002637455,0.106310698,0.06,0.02,7704
input/test_n1000_m60000_f1_no1.utv,1000,60000,1,0.093047950,0.021869291,0.008521099,0.003203779,0.126642119,0.07,0.02,8952
input/test_n1000_m60000_f1_no2.utv,1000,60000,2,0.112587703,0.024226682,0.004860249,0.000122305,0.141796939,0.06,0.04,8952
input/test_n1000_m60000_f1_no3.utv,1000,60000,2,0.088032194,0.022684650,0.004855473,0.000130396,0.115702713,0.07,0.02,8956
input/test_n1000_m70000_f1_no1.utv,1000,70000,2,0.111246613,0.023608153,0.005695086,0.000120532,0.140670384,0.08,0.03,10204
input/test_n1000_m70000_f1_no2.utv,1000,70000,1,0.102765936,0.019538087,0.009973799,0.003817444,0.136095266,0.08,0.02,10204
input/test_n1000_m70000_f1_no3.utv,1000,70000,1,0.141252193,0.039460525,0.010007999,0.003797284,0.194518001,0.10,0.02,10204
input/test_n1000_m80000_f1_no1.utv,1000,80000,1,0.111429898,0.020975786,0.011496707,0.004387610,0.148290001,0.09,0.03,11452
input/test_n1000_m80000_f1_no2.utv,1000,80000,2,0.114760495,0.029966896,0.006523061,0.000133744,0.151384196,0.09,0.04,11456
input/test_n1000_m80000_f1_no3.utv,1000,80000,2,0.111377501,0.020777141,0.006512405,0.000131743,0.138798790,0.08,0.03,11452
input/test_n1000_m90000_f1_no1.utv,1000,90000,2,0.135235038,0.027479731,0.007418761,0.000131264,0.170264794,0.10,0.04,12704
input/test_n1000_m90000_f1_no2.utv,1000,90000,1,0.127970291,0.022277364,0.013000488,0.005009371,0.168257514,0.11,0.03,12704
input/test_n1000_m90000_f1_no3.utv,1000,90000,1,0.133417391,0.034027539,0.013040433,0.005056573,0.185541936,0.12,0.04,12704
input/test_n1000_m100000_f1_no1.utv,1000,100000,1,0.132954525,0.024044451,0.014569104,0.006720722,0.178288802,0.11,0.05,13952
input/test_n1000_m100000_f1_no2.utv,1000,100000,1,0.122865072,0.028384594,0.015022944,0.006217296,0.172489906,0.13,0.03,13952
input/test_n1000_m100000_f1_no3.utv,1000,100000,2,0.123616095,0.030042332,0.008333377,0.000632983,0.162624787,0.10,0.05,13952
input/test_n1000_m110000_f1_no1.utv,1000,110000,2,0.151008867,0.033703681,0.009830667,0.000167574,0.194710789,0.13,0.05,15204
input/test_n1000_m110000_f1_no2.utv,1000,110000,1,0.157040283,0.030847162,0.016533602,0.006507577,0.210928624,0.14,0.04,15204
input/test_n1000_m110000_f1_no3.utv,1000,110000,1,0.147216887,0.030258136,0.016996059,0.007236787,0.201707869,0.13,0.05,15208
input/test_n1000_m120000_f1_no1.utv,1000,120000,1,0.165870323,0.032106889,0.018672368,0.007441433,0.224091013,0.15,0.05,16452
input/test_n1000_m120000_f1_no2.utv,1000,120000,1,0.224314612,0.041000972,0.018795148,0.007484120,0.291594852,0.16,0.04,16456
input/test_n1000_m120000_f1_no3.utv,1000,120000,2,0.177604091,0.038054258,0.010696902,0.000173511,0.226528762,0.13,0.07,16452
input/test_n1000_m130000_f1_no1.utv,1000,130000,1,0.193081863,0.044433686,0.022827456,0.008755875,0.269098880,0.16,0.09,17704
input/test_n1000_m130000_f1_no2.utv,1000,130000,2,0.189056194,0.041329010,0.012053139,0.000157544,0.242595887,0.15,0.05,17704
input/test_n1000_m130000_f1_no3.utv,1000,130000,1,0.178143913,0.040392914,0.021183219,0.008545866,0.248265912,0.16,0.06,17704
input/test_n1000_m140000_f1_no1.utv,1000,140000,1,0.192637146,0.057819219,0.024728228,0.010762558,0.285947151,0.20,0.06,18956
input/test_n1000_m140000_f1_no2.utv,1000,140000,2,0.192381579,0.043992044,0.014495017,0.000144158,0.251012798,0.16,0.07,18952
input/test_n1000_m140000_f1_no3.utv,1000,140000,2,0.198217274,0.072485491,0.014188614,0.000158610,0.285049989,0.18,0.07,18952
input/test_n1000_m150000_f1_no1.utv,1000,150000,2,0.214788394,0.047639328,0.016622340,0.000230870,0.279280932,0.18,0.07,20208
input/test_n1000_m150000_f1_no2.utv,1000,150000,1,0.213887811,0.043929797,0.029064661,0.012905133,0.299787402,0.21,0.06,20204
input/test_n1000_m150000_f1_no3.utv,1000,150000,1,0.220408057,0.043176354,0.029155415,0.012506150,0.305245976,0.21,0.07,20208
input/test_n1000_m160000_f1_no1.utv,1000,160000,1,0.218607374,0.067294983,0.033649455,0.015097202,0.334649014,0.23,0.07,21452
input/test_n1000_m160000_f1_no2.utv,1000,160000,2,0.217685393,0.061575502,0.019289163,0.000239284,0.298789342,0.21,0.06,21456
input/test_n1000_m160000_f1_no3.utv,1000,160000,2,0.223856769,0.052098536,0.019759659,0.000231216,0.295946180,0.19,0.07,21456
input/test_n1000_m170000_f1_no1.utv,1000,170000,2,0.253925240,0.074455487,0.022359336,0.000161568,0.350901631,0.24,0.08,22708
input/test_n1000_m170000_f1_no2.utv,1000,170000,1,0.257779533,0.063629065,0.038941394,0.017361932,0.377711924,0.26,0.08,22704
input/test_n1000_m170000_f1_no3.utv,1000,170000,1,0.241759608,0.066261331,0.038652884,0.017323487,0.363997310,0.25,0.08,22704
input/test_n1000_m180000_f1_no1.utv,1000,180000,2,0.249903318,0.070176510,0.025236563,0.000257617,0.345574008,0.24,0.08,23956
input/test_n1000_m180000_f1_no2.utv,1000,180000,1,0.267421698,0.085738086,0.043946169,0.020443557,0.417549510,0.31,0.08,23952
input/test_n1000_m180000_f1_no3.utv,1000,180000,1,0.258470182,0.101483976,0.043924008,0.020021800,0.423899966,0.30,0.09,23956
input/test_n1000_m190000_f1_no1.utv,1000,190000,1,0.266362767,0.077020996,0.050469817,0.023023484,0.416877064,0.31,0.07,25208
input/test_n1000_m190000_f1_no2.utv,1000,190000,2,0.267130960,0.069904788,0.028289584,0.000164495,0.365489827,0.25,0.09,25208
input/test_n1000_m190000_f1_no3.utv,1000,190000,2,0.285329253,0.126063018,0.028436325,0.000252920,0.440081516,0.30,0.11,25208
input/test_n1000_m200000_f1_no1.utv,1000,200000,2,0.278283677,0.099642318,0.031992713,0.000262552,0.410181260,0.30,0.09,26452
input/test_n1000_m200000_f1_no2.utv,1000,200000,1,0.313086008,0.102619366,0.055451630,0.025875321,0.497032325,0.34,0.10,26456
input/test_n1000_m200000_f1_no3.utv,1000,200000,2,0.299474501,0.077446581,0.032359894,0.000264685,0.409545661,0.28,0.11,26452
