input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f1_no1.utv,1000,100000,1,0,5,0,0.126812709,0.040505548,0.020119875,0.024048303,0.211486435,0.13,0.05,16004
input/test_n1000_m100000_f1_no2.utv,1000,100000,1,0,6,0,0.127680817,0.045322427,0.019579847,0.021264174,0.213847265,0.14,0.04,16012
input/test_n1000_m100000_f1_no3.utv,1000,100000,2,0,5,0,0.121555284,0.039848160,11.944400030,0.023193278,12.128996752,12.01,0.09,104284
input/test_n2000_m100000_f1_no1.utv,2000,100000,2,0,11,0,0.126040886,0.072218504,28.911617986,0.023283549,29.133160925,28.90,0.21,385828
input/test_n2000_m100000_f1_no2.utv,2000,100000,2,0,10,0,0.128626957,0.067901596,28.717074423,0.022053631,28.935656607,28.66,0.25,385832
input/test_n2000_m100000_f1_no3.utv,2000,100000,1,0,10,0,0.125832269,0.066373392,0.021367425,0.023327554,0.236900640,0.17,0.04,16360
input/test_n3000_m100000_f1_no1.utv,3000,100000,2,0,10,0,0.127757671,0.066193436,51.200682495,0.012848965,51.407482567,50.96,0.44,854900
input/test_n3000_m100000_f1_no2.utv,3000,100000,2,0,10,0,0.129223584,0.068366865,51.263053417,0.012460273,51.473104139,50.98,0.48,854900
input/test_n3000_m100000_f1_no3.utv,3000,100000,2,0,9,0,0.130370748,0.063473059,50.717751297,0.013745288,50.925340392,50.47,0.43,854900
input/test_n4000_m100000_f1_no1.utv,4000,100000,1,0,11,0,0.129796122,0.068626446,0.022776336,0.013299453,0.234498357,0.16,0.04,16912
input/test_n4000_m100000_f1_no2.utv,4000,100000,2,0,12,0,0.128670193,0.080374049,78.384874231,0.012578726,78.606497199,77.83,0.77,1511480
input/test_n4000_m100000_f1_no3.utv,4000,100000,1,0,11,0,0.128162637,0.075567555,0.021270754,0.010268881,0.235269827,0.17,0.04,16924
input/test_n5000_m100000_f1_no1.utv,5000,100000,2,0,14,0,0.127999562,0.090155436,112.524673164,0.012339067,112.755167229,111.58,1.18,2355436
input/test_n5000_m100000_f1_no2.utv,5000,100000,2,0,11,0,0.147171419,0.074276126,112.089254442,0.013575730,112.324277717,111.13,1.17,2355492
input/test_n5000_m100000_f1_no3.utv,5000,100000,1,0,13,0,0.125255345,0.089233777,0.022277452,0.010604940,0.247371514,0.18,0.04,17264
