input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n1000_m100000_f1_no1.utv,1000,100000,1,0,5,0,0.066179256,0.043282603,0.017005813,0.016431812,0.076720228,0.10,0.00,17036
input/test_n1000_m100000_f1_no2.utv,1000,100000,1,0,6,0,0.059194600,0.051445975,0.017983517,0.017450297,0.086879789,0.11,0.01,17036
input/test_n1000_m100000_f1_no3.utv,1000,100000,2,0,5,0,0.063927692,0.045032220,10.207423580,0.016051413,10.268507213,10.29,0.01,17040
input/test_n2000_m100000_f1_no1.utv,2000,100000,2,0,11,0,0.059942365,0.075098630,23.384831837,0.015402402,23.475332869,23.51,0.00,17144
input/test_n2000_m100000_f1_no2.utv,2000,100000,2,0,10,0,0.060047026,0.066893650,23.206405475,0.015788925,23.289088050,23.25,0.07,17148
input/test_n2000_m100000_f1_no3.utv,2000,100000,1,0,10,0,0.059956459,0.070011715,0.020663392,0.018661589,0.109336696,0.14,0.00,17144
input/test_n3000_m100000_f1_no1.utv,3000,100000,2,0,10,0,0.057031526,0.068677324,39.413927359,0.005367938,39.487972621,39.52,0.01,17260
input/test_n3000_m100000_f1_no2.utv,3000,100000,2,0,10,0,0.063157151,0.070043243,38.612304663,0.005292771,38.687640677,38.72,0.01,17268
input/test_n3000_m100000_f1_no3.utv,3000,100000,2,0,9,0,0.059517628,0.065414662,37.774441057,0.005021742,37.844877461,37.88,0.01,17268
input/test_n4000_m100000_f1_no1.utv,4000,100000,1,0,11,0,0.055982928,0.068161761,0.019929551,0.006292789,0.094384101,0.12,0.00,17372
input/test_n4000_m100000_f1_no2.utv,4000,100000,2,0,12,0,0.054381451,0.071126521,54.352143719,0.009292542,54.432562782,54.48,0.00,17368
input/test_n4000_m100000_f1_no3.utv,4000,100000,1,0,11,0,0.066908002,0.067471466,0.020088691,0.006500531,0.094060688,0.11,0.01,17364
input/test_n5000_m100000_f1_no1.utv,5000,100000,2,0,14,0,0.056918545,0.081301800,75.852142451,0.005144029,75.938588280,75.95,0.00,17480
input/test_n5000_m100000_f1_no2.utv,5000,100000,2,0,11,0,0.066914118,0.074878643,76.005838346,0.019287816,76.100004805,76.14,0.01,17480
input/test_n5000_m100000_f1_no3.utv,5000,100000,1,0,13,0,0.057784572,0.082549823,0.020927372,0.007079707,0.110556902,0.14,0.00,17484
input/test_n6000_m100000_f1_no1.utv,6000,100000,1,0,15,0,0.060192026,0.089878836,0.026715368,0.008107231,0.124701435,0.15,0.00,17592
input/test_n6000_m100000_f1_no2.utv,6000,100000,2,0,11,0,0.057271045,0.075561303,104.627206471,0.005792215,104.708559989,104.76,0.01,17592
input/test_n6000_m100000_f1_no3.utv,6000,100000,2,0,11,0,0.071580682,0.074820553,101.356293172,0.022344211,101.453457936,101.50,0.02,17596
