input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n7000_m100000_f1_no1.utv,7000,100000,1,0,15,0,0.075212001,0.107952472,0.024366030,0.009072608,0.141391110,0.17,0.00,17700
input/test_n7000_m100000_f1_no2.utv,7000,100000,1,0,22,0,0.059631020,0.145833084,0.025937906,0.008789663,0.180560653,0.21,0.00,17692
input/test_n7000_m100000_f1_no3.utv,7000,100000,1,0,15,0,0.057407708,0.106867987,0.025977425,0.008715612,0.141561024,0.17,0.00,17700
input/test_n8000_m100000_f1_no1.utv,8000,100000,2,0,17,0,0.059794083,0.123869046,193.980651211,0.016587145,194.121107402,194.17,0.03,17980
input/test_n8000_m100000_f1_no2.utv,8000,100000,1,0,15,0,0.060052488,0.086719837,0.025591065,0.007351168,0.119662070,0.14,0.01,17972
input/test_n8000_m100000_f1_no3.utv,8000,100000,2,0,25,0,0.057432987,0.143813173,168.387024844,0.007501165,168.538339182,168.42,0.20,18000
input/test_n9000_m100000_f1_no1.utv,9000,100000,1,0,21,0,0.066109855,0.115873068,0.022256044,0.007379988,0.145509100,0.17,0.01,17968
input/test_n9000_m100000_f1_no2.utv,9000,100000,1,0,20,0,0.060829405,0.112535011,0.026554385,0.007748503,0.146837899,0.17,0.00,18280
input/test_n9000_m100000_f1_no3.utv,9000,100000,1,0,19,0,0.055879278,0.104020805,0.027488616,0.007735166,0.139244587,0.16,0.00,18224
input/test_n10000_m100000_f1_no1.utv,10000,100000,1,0,24,0,0.063883730,0.129166084,0.028773913,0.008264844,0.166204841,0.20,0.00,18508
input/test_n10000_m100000_f1_no2.utv,10000,100000,2,0,17,0,0.057308655,0.098063116,236.188734063,0.016122003,236.302919182,236.36,0.01,18508
input/test_n10000_m100000_f1_no3.utv,10000,100000,1,0,17,0,0.061835303,0.097458105,0.026692195,0.007667734,0.131818034,0.16,0.00,18516
input/test_n11000_m100000_f1_no1.utv,11000,100000,1,0,26,0,0.061403018,0.143038024,0.024490731,0.007345711,0.174874466,0.20,0.00,18140
input/test_n11000_m100000_f1_no2.utv,11000,100000,1,0,17,0,0.065275862,0.101077931,0.029085190,0.007889312,0.138052433,0.16,0.00,18740
input/test_n11000_m100000_f1_no3.utv,11000,100000,2,0,20,0,0.060606111,0.116825447,289.147837858,0.019454228,289.284117533,289.25,0.09,18844
input/test_n12000_m100000_f1_no1.utv,12000,100000,2,0,22,0,0.059272831,0.131400873,333.223321335,0.023530052,333.378252260,333.04,0.37,19160
input/test_n12000_m100000_f1_no2.utv,12000,100000,1,0,22,0,0.057731763,0.150068374,0.030004311,0.009363342,0.189436027,0.21,0.00,19132
input/test_n12000_m100000_f1_no3.utv,12000,100000,2,0,21,0,0.058524590,0.148584265,395.047908326,0.017075608,395.213568199,395.26,0.04,19064
input/test_n13000_m100000_f1_no1.utv,13000,100000,1,0,20,0,0.069066759,0.119884357,0.031825636,0.009783236,0.161493229,0.19,0.00,19420
input/test_n13000_m100000_f1_no2.utv,13000,100000,0,0,2147483647,56,0.054834475,112.774448359,0.000040337,0.005552194,112.780040890,112.75,0.07,18352
input/test_n13000_m100000_f1_no3.utv,13000,100000,1,0,22,0,0.055642792,0.122379600,0.031867311,0.008011865,0.162258776,0.19,0.00,19424
input/test_n14000_m100000_f1_no1.utv,14000,100000,1,0,26,0,0.474292294,0.135357689,0.029087103,0.008266771,0.172711563,0.20,0.00,19756
input/test_n14000_m100000_f1_no2.utv,14000,100000,2,0,23,0,0.067830005,0.119930107,416.228832357,0.028139074,416.376901538,416.43,0.03,19744
input/test_n14000_m100000_f1_no3.utv,14000,100000,1,0,26,0,0.060427469,0.135123073,0.031781600,0.008545212,0.175449885,0.20,0.01,19812
input/test_n15000_m100000_f1_no1.utv,15000,100000,2,0,26,0,0.067205181,0.136601316,471.837552493,0.025293708,471.999447517,472.04,0.03,20088
input/test_n15000_m100000_f1_no2.utv,15000,100000,1,0,21,0,0.055216955,0.115101692,0.032838817,0.008358599,0.156299108,0.18,0.01,20016
input/test_n15000_m100000_f1_no3.utv,15000,100000,1,0,35,0,0.053959431,0.172563745,0.031708205,0.008541486,0.212813436,0.24,0.00,20152
input/test_n16000_m100000_f1_no1.utv,16000,100000,2,0,28,0,0.062963499,0.147149655,523.001886370,0.019683624,523.168719649,523.15,0.08,20404
input/test_n16000_m100000_f1_no2.utv,16000,100000,2,0,33,0,0.055229486,0.169362630,525.486951046,0.027071686,525.683385362,525.77,0.03,20408
input/test_n16000_m100000_f1_no3.utv,16000,100000,2,0,27,0,0.055743449,0.138923808,516.444926148,0.019425448,516.603275404,516.66,0.05,20428
input/test_n17000_m100000_f1_no1.utv,17000,100000,1,0,29,0,0.058577422,0.150619800,0.035560528,0.009165524,0.195345852,0.22,0.01,20812
input/test_n17000_m100000_f1_no2.utv,17000,100000,2,0,26,0,0.067902308,0.139418751,575.617117234,0.027866106,575.784402091,575.77,0.05,20756
input/test_n17000_m100000_f1_no3.utv,17000,100000,2,0,28,0,0.066372468,0.146950662,584.008078568,0.019087218,584.174116448,584.30,0.02,20684
input/test_n18000_m100000_f1_no1.utv,18000,100000,2,0,28,0,0.056136398,0.143771520,633.556154049,0.017493362,633.717418931,633.85,0.05,21124
input/test_n18000_m100000_f1_no2.utv,18000,100000,1,0,30,0,0.069910851,0.156285830,0.034752859,0.009500224,0.200538913,0.23,0.00,21136
input/test_n18000_m100000_f1_no3.utv,18000,100000,2,0,25,0,0.056958500,0.133712329,634.792663224,0.028562301,634.954937854,635.00,0.04,21116
input/test_n19000_m100000_f1_no1.utv,19000,100000,2,0,33,0,0.058660737,0.193976260,780.429176745,0.028352516,780.651505521,780.74,0.08,21592
input/test_n19000_m100000_f1_no2.utv,19000,100000,2,0,46,0,0.063086258,0.228603219,721.697570685,0.018677296,721.944851200,722.09,0.03,21600
input/test_n19000_m100000_f1_no3.utv,19000,100000,1,0,29,0,0.059092744,0.152853610,0.035408644,0.009669688,0.197931942,0.22,0.01,21556
input/test_n20000_m100000_f1_no1.utv,20000,100000,2,0,40,0,0.058972755,0.191842849,765.347229882,0.028668233,765.567740964,765.62,0.07,21932
input/test_n20000_m100000_f1_no2.utv,20000,100000,2,0,31,0,0.060987752,0.163748098,773.836650967,0.019374839,774.019773904,774.11,0.09,21904
input/test_n20000_m100000_f1_no3.utv,20000,100000,1,0,44,0,0.064586250,0.211366525,0.035367127,0.009474862,0.256208514,0.28,0.01,21916
