input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n1000_m10000_f0_no1.utv,1000,10000,0,0,1,4,0.021958632,0.001674213,0.000016661,0.000990229,0.002681103,0.00,0.00,2180
input/test_n1000_m10000_f0_no2.utv,1000,10000,0,0,2,19,0.026301593,0.002057667,0.000020798,0.001062532,0.003140997,0.00,0.00,2184
input/test_n1000_m10000_f0_no3.utv,1000,10000,0,0,3,20,0.014476953,0.002374938,0.000020254,0.001163614,0.003558806,0.00,0.00,2184
input/test_n1000_m20000_f0_no1.utv,1000,20000,0,0,2,11,0.023879903,0.003990433,0.000019059,0.001984632,0.005994124,0.01,0.00,3968
input/test_n1000_m20000_f0_no2.utv,1000,20000,0,0,1,4,0.024543373,0.003567426,0.000015685,0.002098337,0.005681448,0.01,0.00,3964
input/test_n1000_m20000_f0_no3.utv,1000,20000,0,0,1,11,0.024228993,0.003772468,0.000019264,0.002119472,0.005911204,0.01,0.00,3972
input/test_n1000_m30000_f0_no1.utv,1000,30000,0,0,1,10,0.031149008,0.005821264,0.000018429,0.003422529,0.009262222,0.01,0.00,5756
input/test_n1000_m30000_f0_no2.utv,1000,30000,0,0,2,6,0.036944652,0.006325814,0.000016159,0.003453926,0.009795899,0.01,0.00,5748
input/test_n1000_m30000_f0_no3.utv,1000,30000,0,0,1,19,0.025695468,0.005127090,0.000019289,0.003437494,0.008583873,0.01,0.00,5748
input/test_n1000_m40000_f0_no1.utv,1000,40000,0,0,1,9,0.035187381,0.007635645,0.000018302,0.004749870,0.012403817,0.02,0.00,7536
input/test_n1000_m40000_f0_no2.utv,1000,40000,0,0,1,5,0.033282534,0.007504551,0.000017085,0.005258809,0.012780445,0.02,0.00,7540
input/test_n1000_m40000_f0_no3.utv,1000,40000,0,0,1,12,0.032589266,0.007805053,0.000020952,0.005067612,0.012893617,0.02,0.00,7536
input/test_n1000_m50000_f0_no1.utv,1000,50000,0,0,1,9,0.032550950,0.009494512,0.000018152,0.006547049,0.016059713,0.02,0.00,9228
input/test_n1000_m50000_f0_no2.utv,1000,50000,0,0,1,5,0.033491993,0.008830489,0.000016915,0.006280522,0.015127926,0.02,0.00,9228
input/test_n1000_m50000_f0_no3.utv,1000,50000,0,0,1,4,0.037518593,0.009084074,0.000015938,0.006581329,0.015681341,0.02,0.00,9228
input/test_n1000_m60000_f0_no1.utv,1000,60000,0,0,1,3,0.043023984,0.011254343,0.000020095,0.008026047,0.019300485,0.03,0.00,10788
input/test_n1000_m60000_f0_no2.utv,1000,60000,0,0,1,10,0.037205729,0.011829535,0.000019638,0.008339585,0.020188758,0.03,0.00,10780
input/test_n1000_m60000_f0_no3.utv,1000,60000,0,0,1,9,0.033007232,0.010845513,0.000018696,0.007937315,0.018801524,0.03,0.00,10784
input/test_n1000_m70000_f0_no1.utv,1000,70000,0,0,1,4,0.047026610,0.013806321,0.000021810,0.010673403,0.024501534,0.04,0.00,12352
input/test_n1000_m70000_f0_no2.utv,1000,70000,0,0,1,13,0.045103156,0.013269281,0.000020741,0.010105727,0.023395749,0.04,0.00,12348
input/test_n1000_m70000_f0_no3.utv,1000,70000,0,0,1,11,0.052366032,0.013517227,0.000020076,0.010249925,0.023787228,0.04,0.00,12348
input/test_n1000_m80000_f0_no1.utv,1000,80000,0,0,1,6,0.050289361,0.015672310,0.000020866,0.011508647,0.027201823,0.04,0.00,13912
input/test_n1000_m80000_f0_no2.utv,1000,80000,0,0,1,6,0.047496904,0.014937643,0.000019062,0.011821367,0.026778072,0.04,0.00,13912
input/test_n1000_m80000_f0_no3.utv,1000,80000,0,0,1,14,0.040737820,0.015775017,0.000025679,0.012239833,0.028040529,0.04,0.00,13916
