input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f2_no1.utv,1000,100000,0.205937,0.000471,36.726433,0.053361,36.987267,36.93,0.05,11232
input/test_n1000_m100000_f2_no2.utv,1000,100000,0.206017,0.000454,36.984570,0.052085,37.244312,37.16,0.08,11192
input/test_n1000_m100000_f2_no3.utv,1000,100000,0.216531,0.000470,37.992058,0.055365,38.265423,38.18,0.08,11280
input/test_n2000_m100000_f2_no1.utv,2000,100000,0.207731,0.001015,86.614502,0.062217,86.887070,86.79,0.09,11736
input/test_n2000_m100000_f2_no2.utv,2000,100000,0.207818,0.001126,91.706131,0.065921,91.982574,91.88,0.09,11756
input/test_n2000_m100000_f2_no3.utv,2000,100000,0.208464,0.001145,94.579269,0.065975,94.856468,94.80,0.05,11748
input/test_n3000_m100000_f2_no1.utv,3000,100000,0.213011,0.001723,148.898926,0.070064,149.186188,149.12,0.06,12180
input/test_n3000_m100000_f2_no2.utv,3000,100000,0.213435,0.001732,151.507309,0.071387,151.796066,151.73,0.06,12212
input/test_n3000_m100000_f2_no3.utv,3000,100000,0.217273,0.001773,152.835907,0.072086,153.129440,153.00,0.12,12260
input/test_n4000_m100000_f2_no1.utv,4000,100000,0.220218,0.002418,213.659683,0.034646,213.919861,213.82,0.10,12740
input/test_n4000_m100000_f2_no2.utv,4000,100000,0.240179,0.002418,213.970871,0.035107,214.251541,214.14,0.10,12664
input/test_n4000_m100000_f2_no3.utv,4000,100000,0.218816,0.002397,216.184982,0.035357,216.444519,216.28,0.16,12760
input/test_n5000_m100000_f2_no1.utv,5000,100000,0.223412,0.003007,283.676788,0.037444,283.944061,283.68,0.26,13212
input/test_n5000_m100000_f2_no2.utv,5000,100000,0.224793,0.003040,283.267731,0.037239,283.536255,283.31,0.22,13184
input/test_n5000_m100000_f2_no3.utv,5000,100000,0.227643,0.003026,281.440216,0.037273,281.711609,281.62,0.08,13152
input/test_n6000_m100000_f2_no1.utv,6000,100000,0.225199,0.003749,354.194244,0.039305,354.466492,354.40,0.06,13660
input/test_n6000_m100000_f2_no2.utv,6000,100000,0.227558,0.003786,354.195374,0.039731,354.470428,354.28,0.18,13652
input/test_n6000_m100000_f2_no3.utv,6000,100000,0.229050,0.003792,356.500366,0.039082,356.776367,356.65,0.12,13672
input/test_n7000_m100000_f2_no1.utv,7000,100000,0.228825,0.004331,382.321411,0.031425,382.586426,382.50,0.08,14200
input/test_n7000_m100000_f2_no2.utv,7000,100000,0.220537,0.003220,332.631073,0.031230,332.890503,332.82,0.07,14156
input/test_n7000_m100000_f2_no3.utv,7000,100000,0.225806,0.003298,332.438599,0.032326,332.705078,332.61,0.09,14144
input/test_n8000_m100000_f2_no1.utv,8000,100000,0.228150,0.003861,391.899139,0.032710,392.168823,392.09,0.07,14640
input/test_n8000_m100000_f2_no2.utv,8000,100000,0.227778,0.003909,389.931305,0.032866,390.200897,390.14,0.05,14644
input/test_n8000_m100000_f2_no3.utv,8000,100000,0.225988,0.003681,391.165131,0.032613,391.432404,391.32,0.10,14648
input/test_n9000_m100000_f2_no1.utv,9000,100000,0.234318,0.004411,459.939697,0.034905,460.219147,460.14,0.08,15144
input/test_n9000_m100000_f2_no2.utv,9000,100000,0.230304,0.004201,473.264771,0.034738,473.539734,473.45,0.08,15108
input/test_n9000_m100000_f2_no3.utv,9000,100000,0.231608,0.004465,455.863770,0.034779,456.140442,456.08,0.05,15120
input/test_n10000_m100000_f2_no1.utv,10000,100000,0.246836,0.004897,552.040527,0.036473,552.334900,552.24,0.09,15608
input/test_n10000_m100000_f2_no2.utv,10000,100000,0.246527,0.004915,548.859131,0.036419,549.153259,549.09,0.06,15596
input/test_n10000_m100000_f2_no3.utv,10000,100000,0.243060,0.004945,550.290894,0.036245,550.581299,550.52,0.05,15604
input/test_n11000_m100000_f2_no1.utv,11000,100000,0.244637,0.005278,623.992920,0.037397,624.287109,624.18,0.10,16060
input/test_n11000_m100000_f2_no2.utv,11000,100000,0.248393,0.005548,634.948364,0.037435,635.246521,635.13,0.11,16120
input/test_n11000_m100000_f2_no3.utv,11000,100000,0.242453,0.005335,637.368347,0.037584,637.660583,637.58,0.08,16120
input/test_n12000_m100000_f2_no1.utv,12000,100000,0.248526,0.005937,691.106995,0.039115,691.408203,691.32,0.09,16588
