input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m10000_f1_no1.utv,1000,10000,2,0,13,0,0.033994415,0.002118311,0.001250083,0.000164386,0.037527195,0.00,0.00,2516
input/test_n1000_m10000_f1_no2.utv,1000,10000,2,0,11,0,0.032953468,0.001857870,0.001237302,0.000145486,0.036194126,0.00,0.00,2520
input/test_n1000_m10000_f1_no3.utv,1000,10000,2,0,16,0,0.035645120,0.002488970,0.001227033,0.000169552,0.039530675,0.01,0.00,2516
input/test_n1000_m20000_f1_no1.utv,1000,20000,1,0,13,0,0.134392509,0.004086317,0.003195506,0.001144949,0.142819281,0.01,0.01,4300
input/test_n1000_m20000_f1_no2.utv,1000,20000,1,0,11,0,0.073627919,0.003620069,0.003191303,0.001109479,0.081548770,0.02,0.01,4300
input/test_n1000_m20000_f1_no3.utv,1000,20000,2,0,9,0,0.053351889,0.003042718,0.001866553,0.000198712,0.058459872,0.01,0.01,4296
input/test_n1000_m30000_f1_no1.utv,1000,30000,2,0,12,0,0.057859933,0.005841615,0.002665029,0.000208212,0.066574789,0.02,0.01,6088
input/test_n1000_m30000_f1_no2.utv,1000,30000,1,0,8,0,0.059384837,0.004115692,0.004649097,0.001709552,0.069859178,0.03,0.01,6088
input/test_n1000_m30000_f1_no3.utv,1000,30000,1,0,8,0,0.058986141,0.004121691,0.004684613,0.001690959,0.069483404,0.03,0.01,6088
input/test_n1000_m40000_f1_no1.utv,1000,40000,1,0,8,0,0.081276625,0.005661832,0.006162557,0.002267552,0.095368566,0.04,0.02,7872
input/test_n1000_m40000_f1_no2.utv,1000,40000,1,0,5,0,0.083158207,0.003790383,0.006090254,0.002261567,0.095300411,0.04,0.02,7868
input/test_n1000_m40000_f1_no3.utv,1000,40000,1,0,8,0,0.073972255,0.005441320,0.006187920,0.002334333,0.087935828,0.04,0.02,7872
input/test_n1000_m50000_f1_no1.utv,1000,50000,2,0,5,0,0.147751981,0.004733358,0.004281594,0.000245035,0.157011968,0.05,0.02,9564
input/test_n1000_m50000_f1_no2.utv,1000,50000,1,0,6,0,0.095162434,0.005374931,0.007665397,0.002944769,0.111147531,0.06,0.01,9556
input/test_n1000_m50000_f1_no3.utv,1000,50000,1,0,7,0,0.118350946,0.006093370,0.007726373,0.002919620,0.135090309,0.05,0.02,9556
input/test_n1000_m60000_f1_no1.utv,1000,60000,1,0,7,0,0.129709153,0.007438437,0.009423721,0.003862071,0.150433382,0.07,0.03,11124
input/test_n1000_m60000_f1_no2.utv,1000,60000,2,0,8,0,0.142858118,0.008195288,0.005196114,0.000245673,0.156495193,0.06,0.03,11124
input/test_n1000_m60000_f1_no3.utv,1000,60000,2,0,7,0,0.104364670,0.007222045,0.005153716,0.000251761,0.116992192,0.06,0.02,11124
input/test_n1000_m70000_f1_no1.utv,1000,70000,2,0,5,0,0.122110913,0.006892237,0.006126457,0.000229232,0.135358839,0.07,0.03,12684
input/test_n1000_m70000_f1_no2.utv,1000,70000,1,0,5,0,3.563246610,0.006756225,0.011331396,0.004492623,3.585826854,0.08,0.03,12684
input/test_n1000_m70000_f1_no3.utv,1000,70000,1,0,9,0,1.165165248,0.010823649,0.011079139,0.004536611,1.191604647,0.09,0.02,12684
input/test_n1000_m80000_f1_no1.utv,1000,80000,1,0,5,0,0.149520021,0.011384823,0.039253509,0.017444410,0.217602763,0.15,0.03,14248
input/test_n1000_m80000_f1_no2.utv,1000,80000,2,0,6,0,0.148599939,0.013511100,0.020081505,0.000296231,0.182488775,0.11,0.04,14244
input/test_n1000_m80000_f1_no3.utv,1000,80000,2,0,5,0,0.153718204,0.011701063,0.021754725,0.000313672,0.187487664,0.11,0.04,14244
