input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n1000_m100000_f0_no1.utv,1000,100000,0,0,1,21,0.056099122,0.042484808,0.000030092,0.006768706,0.049283606,0.07,0.00,23328
input/test_n1000_m100000_f0_no2.utv,1000,100000,0,0,1,3,0.056738702,0.042134857,0.000023305,0.006708852,0.048867014,0.07,0.00,23332
input/test_n1000_m100000_f0_no3.utv,1000,100000,0,0,1,25,0.062670921,0.041390152,0.000030938,0.006614339,0.048035429,0.06,0.01,23332
input/test_n2000_m100000_f0_no1.utv,2000,100000,0,0,1,10,0.059606461,0.041342974,0.000031963,0.006743936,0.048118873,0.07,0.00,23500
input/test_n2000_m100000_f0_no2.utv,2000,100000,0,0,1,46,0.064914664,0.041016667,0.000042539,0.006751347,0.047810553,0.07,0.00,23500
input/test_n2000_m100000_f0_no3.utv,2000,100000,0,0,1,8,0.058742918,0.040411219,0.000031388,0.006879378,0.047321985,0.07,0.01,23500
input/test_n3000_m100000_f0_no1.utv,3000,100000,0,0,2,28,0.065707089,0.042631760,0.000032731,0.007111651,0.049776142,0.07,0.01,23672
input/test_n3000_m100000_f0_no2.utv,3000,100000,0,0,1,14,0.060860453,0.039972411,0.000028153,0.006399545,0.046400109,0.07,0.00,23672
input/test_n3000_m100000_f0_no3.utv,3000,100000,0,0,1,13,0.073201971,0.039362836,0.000026481,0.006633401,0.046022718,0.07,0.00,23672
input/test_n4000_m100000_f0_no1.utv,4000,100000,0,0,2,52,0.057879760,0.041902397,0.000043802,0.006682595,0.048628794,0.07,0.00,23848
input/test_n4000_m100000_f0_no2.utv,4000,100000,0,0,2,6,0.060500532,0.041739172,0.000023746,0.006898321,0.048661239,0.07,0.00,23844
input/test_n4000_m100000_f0_no3.utv,4000,100000,0,0,1,57,0.054608163,0.039485371,0.000057397,0.007030218,0.046572986,0.07,0.01,23848
input/test_n5000_m100000_f0_no1.utv,5000,100000,0,0,1,48,0.058518240,0.040749469,0.000043608,0.007180599,0.047973676,0.07,0.00,24016
input/test_n5000_m100000_f0_no2.utv,5000,100000,0,0,2,11,0.054850256,0.042888474,0.000027481,0.007484419,0.050400374,0.08,0.00,24016
input/test_n5000_m100000_f0_no3.utv,5000,100000,0,0,2,9,0.059469386,0.041402016,0.000027754,0.006592499,0.048022269,0.07,0.01,24016
input/test_n6000_m100000_f0_no1.utv,6000,100000,0,0,4,14,0.057947002,0.047375534,0.000034144,0.007459590,0.054869268,0.08,0.00,24184
input/test_n6000_m100000_f0_no2.utv,6000,100000,0,0,3,21,0.054178099,0.043734342,0.000036544,0.007351416,0.051122302,0.07,0.00,24188
input/test_n6000_m100000_f0_no3.utv,6000,100000,0,0,2,25,0.051044234,0.041585044,0.000032009,0.007163395,0.048780448,0.07,0.01,24192
input/test_n7000_m100000_f0_no1.utv,7000,100000,0,0,2,15,0.056352498,0.041357873,0.000033710,0.007198365,0.048589948,0.07,0.01,24356
input/test_n7000_m100000_f0_no2.utv,7000,100000,0,0,1,36,0.363294058,0.039688662,0.000035746,0.007153692,0.046878100,0.07,0.00,24364
input/test_n7000_m100000_f0_no3.utv,7000,100000,0,0,3,49,0.176828560,0.044682937,0.000044975,0.007661857,0.052389769,0.07,0.01,24360
input/test_n8000_m100000_f0_no1.utv,8000,100000,0,0,2,35,0.055870998,0.042249411,0.000035550,0.007413206,0.049698167,0.07,0.00,24532
input/test_n8000_m100000_f0_no2.utv,8000,100000,0,0,1,7,0.061047626,0.040579571,0.000027800,0.007716930,0.048324301,0.07,0.00,24536
input/test_n8000_m100000_f0_no3.utv,8000,100000,0,0,2,22,0.056634611,0.042244839,0.000031229,0.007093833,0.049369901,0.07,0.01,24532
input/test_n9000_m100000_f0_no1.utv,9000,100000,0,0,1,64,0.058513017,0.039915785,0.000042602,0.007338164,0.047296551,0.07,0.01,24700
input/test_n9000_m100000_f0_no2.utv,9000,100000,0,0,1,6,0.051357964,0.038700186,0.000026385,0.007070451,0.045797022,0.07,0.00,24704
input/test_n9000_m100000_f0_no3.utv,9000,100000,0,0,3,30,0.060859384,0.044252652,0.000033263,0.008060746,0.052346661,0.06,0.01,24708
