input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m10000_f0_no1.utv,1000,10000,0,0,2147483647,8,0.075848490,0.652333733,0.000018399,0.000901193,0.729101815,0.65,0.00,1860
input/test_n1000_m10000_f0_no2.utv,1000,10000,0,0,2147483647,15,0.022147773,0.671009241,0.000019844,0.001207838,0.694384696,0.67,0.00,1860
input/test_n1000_m10000_f0_no3.utv,1000,10000,0,0,2147483647,11,0.023988577,0.676072729,0.000019107,0.000901221,0.700981634,0.68,0.00,1856
input/test_n1000_m20000_f0_no1.utv,1000,20000,0,0,2147483647,14,0.032914653,1.425459877,0.000021607,0.001836164,1.460232301,1.44,0.00,3016
input/test_n1000_m20000_f0_no2.utv,1000,20000,0,0,2147483647,26,0.041635401,1.425039444,0.000023383,0.001868618,1.468566846,1.43,0.00,3016
input/test_n1000_m20000_f0_no3.utv,1000,20000,0,0,2147483647,20,0.236895299,1.419787614,0.000021242,0.001842444,1.658546599,1.43,0.00,3016
input/test_n1000_m30000_f0_no1.utv,1000,30000,0,0,2147483647,4,0.056587845,2.401650579,0.000017991,0.003206334,2.461462749,2.42,0.01,4172
input/test_n1000_m30000_f0_no2.utv,1000,30000,0,0,2147483647,9,0.051167893,2.396983339,0.000018353,0.003213816,2.451383401,2.42,0.01,4168
input/test_n1000_m30000_f0_no3.utv,1000,30000,0,0,2147483647,9,0.052699664,2.390786765,0.000018882,0.003188628,2.446693939,2.41,0.01,4172
input/test_n1000_m40000_f0_no1.utv,1000,40000,0,0,2147483647,27,0.145476182,3.367296813,0.000023280,0.004750317,3.517546592,3.39,0.01,5340
input/test_n1000_m40000_f0_no2.utv,1000,40000,0,0,2147483647,5,0.061144222,3.372935066,0.000018332,0.004714492,3.438812112,3.40,0.01,5340
input/test_n1000_m40000_f0_no3.utv,1000,40000,0,0,2147483647,7,0.060440498,3.376617813,0.000018791,0.004718994,3.441796096,3.40,0.02,5336
input/test_n1000_m50000_f0_no1.utv,1000,50000,0,0,2147483647,8,0.175084074,4.424328504,0.000020310,0.006339177,4.605772065,4.46,0.02,6396
input/test_n1000_m50000_f0_no2.utv,1000,50000,0,0,2147483647,4,0.090352206,4.369985450,0.000019694,0.006289127,4.466646477,4.41,0.01,6396
input/test_n1000_m50000_f0_no3.utv,1000,50000,0,0,2147483647,9,0.199552908,4.364186884,0.000019579,0.006292449,4.570051820,4.40,0.01,6392
input/test_n1000_m60000_f0_no1.utv,1000,60000,0,0,2147483647,9,0.090752381,5.371554980,0.000019733,0.007950973,5.470278067,5.41,0.03,7336
input/test_n1000_m60000_f0_no2.utv,1000,60000,0,0,2147483647,3,0.080497011,5.379669641,0.000017875,0.007938530,5.468123057,5.42,0.02,7332
input/test_n1000_m60000_f0_no3.utv,1000,60000,0,0,2147483647,3,0.081854409,5.368515663,0.000016797,0.007923808,5.458310677,5.41,0.02,7332
input/test_n1000_m70000_f0_no1.utv,1000,70000,0,0,2147483647,6,0.095544867,6.377775450,0.000017913,0.009608750,6.482946980,6.43,0.02,8268
input/test_n1000_m70000_f0_no2.utv,1000,70000,0,0,2147483647,11,0.089206158,6.369955008,0.000020379,0.009592404,6.468773949,6.41,0.03,8272
input/test_n1000_m70000_f0_no3.utv,1000,70000,0,0,2147483647,17,0.098666274,6.372841702,0.000021642,0.009679045,6.481208663,6.41,0.04,8272
input/test_n1000_m80000_f0_no1.utv,1000,80000,0,0,2147483647,10,0.240268916,7.404416416,0.000019592,0.011443684,7.656148608,7.47,0.04,9208
input/test_n1000_m80000_f0_no2.utv,1000,80000,0,0,2147483647,5,0.108581309,7.392367218,0.000017452,0.011331400,7.512297379,7.45,0.04,9208
input/test_n1000_m80000_f0_no3.utv,1000,80000,0,0,2147483647,6,0.100321374,7.396597829,0.000019884,0.011375705,7.508314792,7.45,0.03,9208
input/test_n1000_m90000_f0_no1.utv,1000,90000,0,0,2147483647,15,0.115063099,8.442168995,0.000020840,0.013123024,8.570375958,8.50,0.04,10148
input/test_n1000_m90000_f0_no2.utv,1000,90000,0,0,2147483647,9,0.117014265,8.493840095,0.000018805,0.013105130,8.623978295,8.56,0.03,10148
input/test_n1000_m90000_f0_no3.utv,1000,90000,0,0,2147483647,5,0.109554099,8.448178610,0.000019858,0.013044797,8.570797364,8.51,0.04,10148
input/test_n1000_m100000_f0_no1.utv,1000,100000,0,0,2147483647,5,0.140384237,9.575209397,0.000021643,0.014897039,9.730512316,9.64,0.04,11084
input/test_n1000_m100000_f0_no2.utv,1000,100000,0,0,2147483647,17,0.563883973,9.447962969,0.000024201,0.015006914,10.026878057,9.52,0.04,11084
input/test_n1000_m100000_f0_no3.utv,1000,100000,0,0,2147483647,6,0.149628925,9.620281661,0.000021393,0.014966919,9.784898898,9.69,0.04,11084
input/test_n1000_m110000_f0_no1.utv,1000,110000,0,0,2147483647,3,0.136122606,10.596754956,0.000019921,0.016679951,10.749577434,10.66,0.06,12020
input/test_n1000_m110000_f0_no2.utv,1000,110000,0,0,2147483647,12,0.297037145,10.548672084,0.000022305,0.016713806,10.862445340,10.63,0.05,12020
input/test_n1000_m110000_f0_no3.utv,1000,110000,0,0,2147483647,4,0.133574118,10.608754337,0.000020498,0.016756273,10.759105226,10.69,0.04,12016
input/test_n1000_m120000_f0_no1.utv,1000,120000,0,0,2147483647,16,0.307984075,11.746670334,0.000022378,0.019183366,12.073860153,11.83,0.05,12960
input/test_n1000_m120000_f0_no2.utv,1000,120000,0,0,2147483647,15,0.145906836,11.604091417,0.000023676,0.018559071,11.768581000,11.69,0.05,12960
input/test_n1000_m120000_f0_no3.utv,1000,120000,0,0,2147483647,10,0.143331039,11.643978648,0.000023453,0.018572229,11.805905369,11.74,0.04,12956
input/test_n1000_m130000_f0_no1.utv,1000,130000,0,0,2147483647,18,0.163421533,12.829345542,0.000025743,0.020532031,13.013324849,12.94,0.04,13896
input/test_n1000_m130000_f0_no2.utv,1000,130000,0,0,2147483647,7,0.325400894,12.889488009,0.000026008,0.020542691,13.235457602,12.99,0.05,13892
input/test_n1000_m130000_f0_no3.utv,1000,130000,0,0,2147483647,3,0.344117248,12.861600763,0.000023740,0.020948878,13.226690629,12.97,0.04,13896
input/test_n1000_m140000_f0_no1.utv,1000,140000,0,0,2147483647,5,0.162839081,14.128615470,0.000025586,0.022641791,14.314121928,14.23,0.06,14832
input/test_n1000_m140000_f0_no2.utv,1000,140000,0,0,2147483647,3,0.165430619,14.255317631,0.000023392,0.023179833,14.443951475,14.37,0.05,14832
input/test_n1000_m140000_f0_no3.utv,1000,140000,0,0,2147483647,6,0.163810341,14.073411419,0.000022653,0.022659551,14.259903964,14.16,0.07,14832
input/test_n1000_m150000_f0_no1.utv,1000,150000,0,0,2147483647,6,0.173054962,15.566623794,0.000025315,0.024946534,15.764650605,15.69,0.05,15768
input/test_n1000_m150000_f0_no2.utv,1000,150000,0,0,2147483647,8,0.178503635,15.585740746,0.000026990,0.024958233,15.789229604,15.70,0.06,15772
input/test_n1000_m150000_f0_no3.utv,1000,150000,0,0,2147483647,5,0.173936956,15.460330261,0.000025635,0.025173696,15.659466548,15.58,0.06,15772
input/test_n1000_m160000_f0_no1.utv,1000,160000,0,0,2147483647,3,0.199585657,17.091726828,0.000029428,0.027460249,17.318802162,17.22,0.07,16708
input/test_n1000_m160000_f0_no2.utv,1000,160000,0,0,2147483647,13,0.182603692,17.090993272,0.000029636,0.027620954,17.301247554,17.21,0.07,16708
input/test_n1000_m160000_f0_no3.utv,1000,160000,0,0,2147483647,4,0.198284854,17.087491060,0.000027581,0.027409678,17.313213173,17.21,0.07,16708
input/test_n1000_m170000_f0_no1.utv,1000,170000,0,0,2147483647,10,0.199092090,19.074652036,0.000029869,0.030512746,19.304286741,19.22,0.06,17648
input/test_n1000_m170000_f0_no2.utv,1000,170000,0,0,2147483647,10,0.229759174,18.956731427,0.000035936,0.030185929,19.216712466,19.09,0.07,17648
input/test_n1000_m170000_f0_no3.utv,1000,170000,0,0,2147483647,12,0.197046601,18.911729478,0.000033398,0.030027238,19.138836715,19.04,0.07,17648
input/test_n1000_m180000_f0_no1.utv,1000,180000,0,0,2147483647,5,0.289243557,21.015660377,0.000029974,0.033435336,21.338369244,21.16,0.07,18584
input/test_n1000_m180000_f0_no2.utv,1000,180000,0,0,2147483647,3,0.359036033,20.960413203,0.000030236,0.033361453,21.352840925,21.10,0.07,18584
input/test_n1000_m180000_f0_no3.utv,1000,180000,0,0,2147483647,7,0.206432435,20.885750034,0.000031651,0.033016586,21.125230706,21.03,0.07,18584
input/test_n1000_m190000_f0_no1.utv,1000,190000,0,0,2147483647,10,0.226426177,23.662138737,0.000035619,0.036839337,23.925439870,23.81,0.08,19520
input/test_n1000_m190000_f0_no2.utv,1000,190000,0,0,2147483647,7,0.230164464,23.283077743,0.000034239,0.036444571,23.549721017,23.44,0.08,19520
input/test_n1000_m190000_f0_no3.utv,1000,190000,0,0,2147483647,4,0.319067355,23.635161342,0.000033755,0.036798971,23.991061423,23.78,0.09,19516
