input file,variables,constraints,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f0_no1.utv,1000,100000,0.236495,45.932695,,0.078684,46.247874,46.14,0.10,10812
input/test_n1000_m100000_f0_no2.utv,1000,100000,0.209332,48.088814,,0.082186,48.380332,48.31,0.06,10892
input/test_n1000_m100000_f0_no3.utv,1000,100000,0.213023,48.799129,,0.080532,49.092684,48.99,0.10,10820
input/test_n2000_m100000_f0_no1.utv,2000,100000,0.235088,105.102669,,0.086456,105.424213,105.31,0.11,10904
input/test_n2000_m100000_f0_no2.utv,2000,100000,0.248994,111.833374,,0.089710,112.172078,112.04,0.13,10912
input/test_n2000_m100000_f0_no3.utv,2000,100000,0.236827,112.487734,,0.089988,112.814549,112.73,0.08,10952
input/test_n3000_m100000_f0_no1.utv,3000,100000,0.235793,169.867247,,0.093173,170.196213,169.99,0.20,10992
input/test_n3000_m100000_f0_no2.utv,3000,100000,0.234056,172.178762,,0.089918,172.502736,172.34,0.16,10968
input/test_n3000_m100000_f0_no3.utv,3000,100000,0.230789,172.272506,,0.093251,172.596546,172.50,0.09,10956
input/test_n4000_m100000_f0_no1.utv,4000,100000,0.234826,224.425624,,0.034413,224.694863,224.60,0.09,11044
input/test_n4000_m100000_f0_no2.utv,4000,100000,0.222797,207.205737,,0.037336,207.465870,207.39,0.07,11196
input/test_n4000_m100000_f0_no3.utv,4000,100000,0.221129,207.941666,,0.036319,208.199114,208.12,0.07,11052
input/test_n5000_m100000_f0_no1.utv,5000,100000,0.230664,267.510749,,0.032469,267.773882,267.51,0.26,11112
input/test_n5000_m100000_f0_no2.utv,5000,100000,0.232759,264.916336,,0.035942,265.185037,265.05,0.13,11172
input/test_n5000_m100000_f0_no3.utv,5000,100000,0.241924,265.538817,,0.036032,265.816773,265.72,0.09,11168
input/test_n6000_m100000_f0_no1.utv,6000,100000,0.245934,324.278777,,0.032476,324.557187,324.44,0.11,11232
input/test_n6000_m100000_f0_no2.utv,6000,100000,0.237062,325.145020,,0.034677,325.416759,325.30,0.11,11252
input/test_n6000_m100000_f0_no3.utv,6000,100000,0.231993,326.213337,,0.036068,326.481398,326.38,0.10,11212
input/test_n7000_m100000_f0_no1.utv,7000,100000,0.227630,385.638844,,0.032863,385.899337,385.81,0.08,11264
input/test_n7000_m100000_f0_no2.utv,7000,100000,0.225602,357.405934,,0.032388,357.663924,357.50,0.16,11296
input/test_n7000_m100000_f0_no3.utv,7000,100000,0.219821,344.346945,,0.031713,344.598479,344.50,0.10,11292
input/test_n8000_m100000_f0_no1.utv,8000,100000,0.221650,402.328508,,0.031764,402.581922,402.49,0.08,11396
input/test_n8000_m100000_f0_no2.utv,8000,100000,0.227906,401.044503,,0.031886,401.304295,401.13,0.17,11344
input/test_n8000_m100000_f0_no3.utv,8000,100000,0.220658,401.909330,,0.032305,402.162293,402.03,0.13,11412
