input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f1_no1.utv,1000,100000,1,0,5,0,0.138613263,0.007591680,0.017448003,0.006600813,0.170253759,0.12,0.04,17368
input/test_n1000_m100000_f1_no2.utv,1000,100000,1,0,7,0,0.133751138,0.010061225,0.017957780,0.006783559,0.168553702,0.12,0.04,17368
input/test_n1000_m100000_f1_no3.utv,1000,100000,2,0,6,0,0.138740882,0.008806485,0.009244435,0.000205090,0.156996892,0.11,0.04,17368
input/test_n2000_m100000_f1_no1.utv,2000,100000,2,0,8,0,0.153305723,0.012479080,0.010321763,0.000186666,0.176293232,0.10,0.05,17536
input/test_n2000_m100000_f1_no2.utv,2000,100000,2,0,10,0,0.170987293,0.015018674,0.010266718,0.000227193,0.196499878,0.11,0.06,17536
input/test_n2000_m100000_f1_no3.utv,2000,100000,1,0,14,0,0.154923538,0.020320695,0.018710106,0.007189939,0.201144278,0.13,0.04,17536
input/test_n3000_m100000_f1_no1.utv,3000,100000,2,0,10,0,0.173948849,0.015689509,0.010901541,0.000256650,0.200796549,0.11,0.05,17708
input/test_n3000_m100000_f1_no2.utv,3000,100000,2,0,12,0,0.164413294,0.018619636,0.010836306,0.000264464,0.194133700,0.11,0.04,17708
input/test_n3000_m100000_f1_no3.utv,3000,100000,2,0,11,0,0.509528824,0.016840443,0.010558787,0.000259314,0.537187368,0.12,0.03,17708
input/test_n4000_m100000_f1_no1.utv,4000,100000,1,0,12,0,0.171380701,0.020055367,0.020955551,0.007302692,0.219694311,0.14,0.05,17876
input/test_n4000_m100000_f1_no2.utv,4000,100000,2,0,12,0,0.166896368,0.019607028,0.011859499,0.000288089,0.198650984,0.11,0.06,17880
input/test_n4000_m100000_f1_no3.utv,4000,100000,1,0,13,0,0.165203294,0.020718202,0.020696170,0.007297093,0.213914759,0.13,0.05,17880
input/test_n5000_m100000_f1_no1.utv,5000,100000,2,0,16,0,0.161005700,0.025675735,0.012149088,0.000325749,0.199156272,0.11,0.07,18052
input/test_n5000_m100000_f1_no2.utv,5000,100000,2,0,11,0,0.153301755,0.018122540,0.011862813,0.000340078,0.183627186,0.11,0.05,18052
input/test_n5000_m100000_f1_no3.utv,5000,100000,1,0,13,0,0.150423783,0.021399044,0.021638210,0.007414750,0.200875787,0.12,0.05,18052
input/test_n6000_m100000_f1_no1.utv,6000,100000,1,0,15,0,0.156886713,0.025023929,0.022656298,0.007631862,0.212198802,0.13,0.05,18224
input/test_n6000_m100000_f1_no2.utv,6000,100000,2,0,13,0,0.164087886,0.021377156,0.012903795,0.000321638,0.198690475,0.11,0.05,18224
input/test_n6000_m100000_f1_no3.utv,6000,100000,2,0,12,0,0.167833994,0.020255464,0.013110642,0.000344865,0.201544965,0.12,0.05,18224
