input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m10000_f2_no1.utv,1000,10000,2,0,16,0,3.660287554,0.002584567,0.001255528,0.000637303,3.664764952,0.01,0.00,2516
input/test_n1000_m10000_f2_no2.utv,1000,10000,2,0,15,0,0.672608840,0.002407010,0.001286155,0.000232435,0.676534440,0.00,0.00,2516
input/test_n1000_m10000_f2_no3.utv,1000,10000,2,0,12,0,0.027498208,0.001993904,0.001260485,0.000254109,0.031006706,0.00,0.00,2516
input/test_n1000_m20000_f2_no1.utv,1000,20000,2,0,12,0,0.100599812,0.003921963,0.001886628,0.000217052,0.106625455,0.02,0.01,4300
input/test_n1000_m20000_f2_no2.utv,1000,20000,2,0,10,0,0.103992481,0.003390265,0.001895465,0.000216339,0.109494550,0.02,0.00,4304
input/test_n1000_m20000_f2_no3.utv,1000,20000,2,0,9,0,0.077729685,0.003097016,0.001907071,0.000210516,0.082944288,0.02,0.00,4304
input/test_n1000_m30000_f2_no1.utv,1000,30000,2,0,9,0,0.069545603,0.004740224,0.002817959,0.000220779,0.077324565,0.03,0.01,6088
input/test_n1000_m30000_f2_no2.utv,1000,30000,2,0,9,0,0.063128452,0.004692014,0.002706705,0.000215891,0.070743062,0.03,0.01,6088
input/test_n1000_m30000_f2_no3.utv,1000,30000,2,0,12,0,0.082045581,0.005937713,0.002680442,0.000247318,0.090911054,0.04,0.01,6084
input/test_n1000_m40000_f2_no1.utv,1000,40000,2,0,8,0,0.083684383,0.005940801,0.004513625,0.000277837,0.094416646,0.05,0.02,7868
input/test_n1000_m40000_f2_no2.utv,1000,40000,2,0,13,0,0.078688108,0.008640219,0.004403680,0.000276744,0.092008751,0.05,0.01,7872
input/test_n1000_m40000_f2_no3.utv,1000,40000,2,0,7,0,0.076979504,0.005367252,0.004535939,0.000284551,0.087167246,0.04,0.01,7868
input/test_n1000_m50000_f2_no1.utv,1000,50000,2,0,8,0,0.097788913,0.008100996,0.007413748,0.000291952,0.113595609,0.05,0.02,9556
input/test_n1000_m50000_f2_no2.utv,1000,50000,2,0,6,0,0.087814761,0.006542814,0.007732887,0.000334518,0.102424980,0.05,0.02,9556
input/test_n1000_m50000_f2_no3.utv,1000,50000,2,0,6,0,0.091451564,0.006726129,0.007501469,0.000219556,0.105898718,0.05,0.02,9560
input/test_n1000_m60000_f2_no1.utv,1000,60000,2,0,7,0,0.106387359,0.009522462,0.011011376,0.000259315,0.127180512,0.07,0.02,11124
input/test_n1000_m60000_f2_no2.utv,1000,60000,2,0,6,0,0.111277120,0.007839245,0.011394483,0.000291639,0.130802487,0.07,0.03,11124
input/test_n1000_m60000_f2_no3.utv,1000,60000,2,0,5,0,0.109493679,0.006895886,0.008538498,0.000264958,0.125193021,0.06,0.03,11120
input/test_n1000_m70000_f2_no1.utv,1000,70000,2,0,5,0,0.116872295,0.008799387,0.012219754,0.000234580,0.138126016,0.08,0.03,12680
input/test_n1000_m70000_f2_no2.utv,1000,70000,2,0,5,0,0.113651469,0.008315541,0.013095993,0.000283441,0.135346444,0.08,0.03,12684
input/test_n1000_m70000_f2_no3.utv,1000,70000,2,0,6,0,0.120720340,0.009595759,0.011644784,0.000230537,0.142191420,0.08,0.03,12684
input/test_n1000_m80000_f2_no1.utv,1000,80000,2,0,5,0,0.135046818,0.010021636,0.015602002,0.000247571,0.160918027,0.10,0.03,14244
input/test_n1000_m80000_f2_no2.utv,1000,80000,2,0,6,0,0.128713929,0.011868534,0.016487590,0.000271611,0.157341664,0.10,0.03,14248
input/test_n1000_m80000_f2_no3.utv,1000,80000,2,0,7,0,0.136101842,0.012577674,0.016035212,0.000351480,0.165066208,0.11,0.02,14248
input/test_n1000_m90000_f2_no1.utv,1000,90000,2,0,4,0,0.145060154,0.010451452,0.020059952,0.000282190,0.175853748,0.11,0.03,15808
