input file,variables,constraints,f,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f0_no1.utv,1000,100000,0,0.156876551,3.338570715,0.000034542,0.006374360,3.501856168,3.42,0.05,17340
input/test_n1000_m100000_f0_no2.utv,1000,100000,0,0.158733432,3.307040488,0.000030627,0.006388135,3.472192682,3.39,0.06,17336
input/test_n1000_m100000_f0_no3.utv,1000,100000,0,0.161905353,3.358493673,0.000042579,0.006370369,3.526811974,3.45,0.05,17340
input/test_n2000_m100000_f0_no1.utv,2000,100000,0,0.158323871,7.213825335,0.000035330,0.006475166,7.378659702,7.30,0.05,17476
input/test_n2000_m100000_f0_no2.utv,2000,100000,0,0.152515020,7.292004032,0.000033770,0.006599960,7.451152782,7.38,0.04,17480
input/test_n2000_m100000_f0_no3.utv,2000,100000,0,0.150813969,7.271542904,0.000030309,0.006574026,7.428961208,7.36,0.04,17480
input/test_n3000_m100000_f0_no1.utv,3000,100000,0,0.146703622,11.346722739,0.000029597,0.006723221,11.500179179,11.44,0.04,17620
input/test_n3000_m100000_f0_no2.utv,3000,100000,0,0.152130693,11.293401599,0.000030330,0.006663328,11.452225950,11.38,0.04,17616
input/test_n3000_m100000_f0_no3.utv,3000,100000,0,0.147943805,11.388215810,0.000028337,0.006708100,11.542896052,11.48,0.04,17620
input/test_n4000_m100000_f0_no1.utv,4000,100000,0,0.148901847,15.429112121,0.000039968,0.006872005,15.584925941,15.51,0.05,17756
input/test_n4000_m100000_f0_no2.utv,4000,100000,0,0.146782609,15.518434561,0.000047259,0.006852183,15.672116612,15.61,0.04,17760
input/test_n4000_m100000_f0_no3.utv,4000,100000,0,0.154031684,15.346139601,0.000038833,0.006907912,15.507118030,15.44,0.03,17760
input/test_n5000_m100000_f0_no1.utv,5000,100000,0,0.147032547,19.227446871,0.000041550,0.006874568,19.381395536,19.33,0.03,17900
input/test_n5000_m100000_f0_no2.utv,5000,100000,0,0.151677608,19.610760958,0.000045948,0.006916694,19.769401208,19.70,0.04,17900
input/test_n5000_m100000_f0_no3.utv,5000,100000,0,0.166874270,19.354449284,0.000044099,0.006848061,19.528215714,19.46,0.03,17900
input/test_n6000_m100000_f0_no1.utv,6000,100000,0,0.145529488,23.767158708,0.000044119,0.007039877,23.919772192,23.86,0.04,18036
input/test_n6000_m100000_f0_no2.utv,6000,100000,0,0.143855894,23.478697000,0.000033536,0.007103537,23.629689967,23.57,0.04,18040
input/test_n6000_m100000_f0_no3.utv,6000,100000,0,0.146795974,23.658364336,0.000045934,0.007043872,23.812250116,23.74,0.05,18040
input/test_n7000_m100000_f0_no1.utv,7000,100000,0,0.146748815,27.653904786,0.000039409,0.007053430,27.807746440,27.76,0.03,18184
input/test_n7000_m100000_f0_no2.utv,7000,100000,0,0.147955753,27.695002821,0.000049551,0.007123707,27.850131832,27.79,0.04,18184
input/test_n7000_m100000_f0_no3.utv,7000,100000,0,0.148975529,27.902260353,0.000040275,0.007103993,28.058380150,28.00,0.04,18180
input/test_n8000_m100000_f0_no1.utv,8000,100000,0,0.148598013,32.043648708,0.000049290,0.007225328,32.199521339,32.14,0.04,18324
input/test_n8000_m100000_f0_no2.utv,8000,100000,0,0.145911488,32.085263922,0.000037233,0.007084391,32.238297034,32.18,0.04,18324
input/test_n8000_m100000_f0_no3.utv,8000,100000,0,0.144742583,32.219512247,0.000031438,0.007197199,32.371483467,32.32,0.04,18324
input/test_n9000_m100000_f0_no1.utv,9000,100000,0,0.160707871,36.087828620,0.000039329,0.007331859,36.255907679,36.19,0.04,18464
input/test_n9000_m100000_f0_no2.utv,9000,100000,0,0.146536514,36.394353645,0.000039272,0.007345772,36.548275203,36.50,0.04,18464
input/test_n9000_m100000_f0_no3.utv,9000,100000,0,0.144841222,36.002945680,0.000046610,0.007289291,36.155122803,36.11,0.04,18464
input/test_n10000_m100000_f0_no1.utv,10000,100000,0,0.147658467,40.960895145,0.000035302,0.007776895,41.116365809,41.06,0.04,18604
input/test_n10000_m100000_f0_no2.utv,10000,100000,0,0.145512837,40.378472729,0.000031811,0.007391472,40.531408849,40.48,0.04,18604
input/test_n10000_m100000_f0_no3.utv,10000,100000,0,0.149277025,40.541751776,0.000052035,0.007701514,40.698782350,40.65,0.04,18608
input/test_n11000_m100000_f0_no1.utv,11000,100000,0,0.156380175,45.143452171,0.000037757,0.007536387,45.307406490,45.25,0.04,18744
input/test_n11000_m100000_f0_no2.utv,11000,100000,0,0.152439501,45.637990300,0.000042405,0.008116690,45.798588896,45.75,0.03,18744
input/test_n11000_m100000_f0_no3.utv,11000,100000,0,0.149786386,44.859530293,0.000043755,0.007450928,45.016811362,44.96,0.05,18744
input/test_n12000_m100000_f0_no1.utv,12000,100000,0,0.152981324,49.722740813,0.000035493,0.007978150,49.883735780,49.83,0.04,18880
input/test_n12000_m100000_f0_no2.utv,12000,100000,0,0.149877359,49.273300026,0.000041481,0.007551062,49.430769928,49.38,0.04,18884
input/test_n12000_m100000_f0_no3.utv,12000,100000,0,0.146368850,49.720637325,0.000038836,0.007940627,49.874985638,49.83,0.04,18884
input/test_n13000_m100000_f0_no1.utv,13000,100000,0,0.194625475,54.505328385,0.000045734,0.007945582,54.707945176,54.60,0.05,19028
input/test_n13000_m100000_f0_no2.utv,13000,100000,0,0.147177447,54.317007512,0.000042255,0.008025974,54.472253188,54.43,0.04,19028
input/test_n13000_m100000_f0_no3.utv,13000,100000,0,0.149632004,54.467009090,0.000042206,0.007707414,54.624390714,54.57,0.04,19028
input/test_n14000_m100000_f0_no1.utv,14000,100000,0,0.149761861,60.192113889,0.000032140,0.007875407,60.349783297,60.30,0.04,19168
input/test_n14000_m100000_f0_no2.utv,14000,100000,0,0.146018836,58.652479515,0.000055959,0.008241813,58.806796123,58.76,0.04,19164
input/test_n14000_m100000_f0_no3.utv,14000,100000,0,0.144496300,59.559793176,0.000039453,0.008259817,59.712588746,59.67,0.04,19168
input/test_n15000_m100000_f0_no1.utv,15000,100000,0,0.149394813,64.664400752,0.000045752,0.008363291,64.822204608,64.78,0.04,19308
input/test_n15000_m100000_f0_no2.utv,15000,100000,0,0.156519285,65.066288924,0.000033418,0.008013092,65.230854719,65.19,0.04,19308
input/test_n15000_m100000_f0_no3.utv,15000,100000,0,0.148653777,65.165166984,0.000031894,0.008094816,65.321947471,65.28,0.04,19308
input/test_n16000_m100000_f0_no1.utv,16000,100000,0,0.146746552,70.500805217,0.000036087,0.008114199,70.655702055,70.62,0.03,19448
input/test_n16000_m100000_f0_no2.utv,16000,100000,0,0.152047936,70.458197904,0.000046953,0.008476035,70.618768828,70.57,0.05,19448
input/test_n16000_m100000_f0_no3.utv,16000,100000,0,0.144383146,71.377529688,0.000036506,0.008224267,71.530173607,71.50,0.03,19444
input/test_n17000_m100000_f0_no1.utv,17000,100000,0,0.149603664,76.446558772,0.000044835,0.008628868,76.604836139,76.56,0.04,19592
input/test_n17000_m100000_f0_no2.utv,17000,100000,0,0.150653781,75.926843414,0.000045378,0.008669607,76.086212180,76.05,0.04,19592
input/test_n17000_m100000_f0_no3.utv,17000,100000,0,0.150553123,75.551629784,0.000054590,0.008625503,75.710863000,75.67,0.04,19588
input/test_n18000_m100000_f0_no1.utv,18000,100000,0,0.152568470,74.928157032,0.000036795,0.008066004,75.088828301,75.04,0.04,19728
input/test_n18000_m100000_f0_no2.utv,18000,100000,0,0.147898352,81.889626029,0.000031515,0.008345501,82.045901397,82.01,0.04,19728
input/test_n18000_m100000_f0_no3.utv,18000,100000,0,0.147671175,81.462446497,0.000048981,0.008786268,81.618952921,81.59,0.03,19728
input/test_n19000_m100000_f0_no1.utv,19000,100000,0,0.150287456,88.525800453,0.000042589,0.008863586,88.684994084,88.64,0.05,19868
input/test_n19000_m100000_f0_no2.utv,19000,100000,0,0.152216182,80.302475237,0.000037743,0.008476395,80.463205557,80.42,0.04,19872
input/test_n19000_m100000_f0_no3.utv,19000,100000,0,0.151786887,88.210447880,0.000037347,0.009084694,88.371356808,88.33,0.04,19872
input/test_n20000_m100000_f0_no1.utv,20000,100000,0,0.154560685,94.425223406,0.000037235,0.008971053,94.588792379,94.54,0.05,20012
