input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,algorithm,user,system,maximum resident set size (kB)
input/test_n1000_m10000_f2_no1.utv,1000,10000,2,0,16,0,0.019841055,0.004824154,0.001048059,0.000141004,0.006013217,0.00,0.00,2852
input/test_n1000_m10000_f2_no2.utv,1000,10000,2,0,13,0,0.022488629,0.004379360,0.001044874,0.000140121,0.005564355,0.00,0.00,2852
input/test_n1000_m10000_f2_no3.utv,1000,10000,2,0,12,0,0.021075532,0.004260676,0.000994823,0.000123644,0.005379143,0.00,0.00,2856
input/test_n1000_m20000_f2_no1.utv,1000,20000,2,0,15,0,0.025113161,0.009361735,0.001522233,0.000126985,0.011010953,0.01,0.00,5264
input/test_n1000_m20000_f2_no2.utv,1000,20000,2,0,10,0,0.024375625,0.007989595,0.001857496,0.000135893,0.009982984,0.01,0.00,5264
input/test_n1000_m20000_f2_no3.utv,1000,20000,2,0,9,0,0.020160019,0.007438534,0.001473977,0.000131969,0.009044480,0.01,0.00,5256
input/test_n1000_m30000_f2_no1.utv,1000,30000,2,0,9,0,0.028449127,0.011482386,0.002045330,0.000197582,0.013725298,0.02,0.00,7668
input/test_n1000_m30000_f2_no2.utv,1000,30000,2,0,8,0,0.030386504,0.011827331,0.002167504,0.000146957,0.014141792,0.02,0.00,7676
input/test_n1000_m30000_f2_no3.utv,1000,30000,2,0,13,0,0.031355068,0.012985864,0.002147245,0.000132228,0.015265337,0.02,0.00,7672
input/test_n1000_m40000_f2_no1.utv,1000,40000,2,0,8,0,0.035132555,0.015748782,0.002788753,0.000173541,0.018711076,0.02,0.00,10080
input/test_n1000_m40000_f2_no2.utv,1000,40000,2,0,14,0,0.029698645,0.018313768,0.002668923,0.000152031,0.021134722,0.03,0.00,10088
input/test_n1000_m40000_f2_no3.utv,1000,40000,2,0,6,0,0.032326466,0.014266896,0.002741125,0.000131172,0.017139193,0.03,0.00,10088
input/test_n1000_m50000_f2_no1.utv,1000,50000,2,0,7,0,0.046578658,0.019022268,0.003441871,0.000185922,0.022650061,0.03,0.00,12392
input/test_n1000_m50000_f2_no2.utv,1000,50000,2,0,6,0,0.047648213,0.018426113,0.003480879,0.000193323,0.022100315,0.03,0.00,12396
input/test_n1000_m50000_f2_no3.utv,1000,50000,2,0,7,0,0.038565969,0.018975234,0.003520975,0.000149566,0.022645775,0.03,0.00,12400
